BTS ASCII format

Type:         	Joint angle tracks
Measure unit: 	deg

Tracks:       	14
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	     jRK.X	     jRK.Y	     jRK.Z	    jRHP.X	    jRHP.Y	    jRHP.Z	    jLHP.X	    jLHP.Y	    jLHP.Z	     jLK.X	     jLK.Y	     jLK.Z	    jRSP.X	    jRSP.Y	    jRSP.Z	    jLSP.X	    jLSP.Y	    jLSP.Z	     jLP.X	     jLP.Y	     jLP.Z	     jRP.X	     jRP.Y	     jRP.Z	    jLSH.X	    jLSH.Y	    jLSH.Z	    jRSH.X	    jRSH.Y	    jRSH.Z	     jRF.X	     jRF.Y	     jRF.Z	     jLF.X	     jLF.Y	     jLF.Z	     jRA.X	     jRA.Y	     jRA.Z	     jLA.X	     jLA.Y	     jLA.Z	
   367	3.670	      -1.4	       3.7	       7.5	       1.2	      -9.5	     -17.2	      -8.2	       0.6	      20.7	      -0.2	       1.4	       4.9	      -6.0	       5.7	     -14.7	       6.0	      -5.7	     -14.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -50.1	     180.0	      90.0	     -11.6	    -180.0	      90.0	       1.5	      -9.2	       1.9	       1.5	      -2.9	      -2.7	
   368	3.680	      -0.7	       4.0	       9.1	       0.8	      -9.9	     -17.2	      -8.3	       0.9	      20.9	       0.9	       1.0	       6.6	      -5.7	       5.9	     -14.9	       5.7	      -5.9	     -14.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -52.5	     180.0	      90.0	     -13.3	    -180.0	      90.0	       1.6	      -9.1	       1.0	       1.5	      -3.7	      -3.3	
   369	3.690	      -0.1	       4.3	      10.9	       0.4	     -10.3	     -17.0	      -8.6	       1.2	      21.2	       2.6	       0.7	       8.6	      -5.3	       6.1	     -15.1	       5.3	      -6.1	     -15.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -55.1	     180.0	      90.0	     -14.8	    -180.0	      90.0	       1.7	      -8.9	      -0.2	       1.5	      -5.0	      -3.5	
   370	3.700	       0.5	       4.6	      12.9	      -0.0	     -10.8	     -16.7	      -8.7	       1.5	      21.4	       4.5	       0.3	      10.7	      -4.8	       6.3	     -15.4	       4.8	      -6.3	     -15.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -57.9	    -180.0	      90.0	     -16.0	     180.0	      90.0	       1.8	      -8.8	      -1.5	       1.4	      -6.6	      -3.2	
   371	3.710	       1.0	       4.9	      15.2	      -0.6	     -11.3	     -16.3	      -8.8	       1.9	      21.5	       6.3	      -0.0	      12.8	      -4.3	       6.5	     -15.6	       4.3	      -6.5	     -15.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -61.0	    -180.0	      90.0	     -16.9	    -180.0	      90.0	       2.0	      -8.4	      -3.0	       1.4	      -8.4	      -2.4	
   372	3.720	       1.3	       5.1	      17.7	      -1.2	     -11.7	     -15.8	      -8.7	       2.3	      21.4	       7.7	      -0.3	      14.7	      -3.8	       6.8	     -15.8	       3.8	      -6.8	     -15.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -64.3	     180.0	      90.0	     -17.6	     180.0	      90.0	       2.2	      -7.9	      -4.8	       1.3	     -10.0	      -1.5	
   373	3.730	       1.4	       5.3	      20.3	      -1.7	     -12.2	     -15.2	      -8.4	       2.6	      21.0	       8.4	      -0.5	      16.2	      -3.4	       7.0	     -15.9	       3.4	      -7.0	     -15.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -67.9	    -180.0	      90.0	     -18.1	     180.0	      90.0	       2.4	      -7.1	      -6.9	       1.3	     -11.2	      -0.5	
   374	3.740	       1.3	       5.4	      23.0	      -2.0	     -12.6	     -14.4	      -8.0	       2.9	      20.4	       8.6	      -0.5	      17.2	      -3.0	       7.1	     -16.0	       3.0	      -7.1	     -16.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -71.6	    -180.0	      90.0	     -18.6	    -180.0	      90.0	       2.7	      -6.1	      -9.0	       1.2	     -11.9	       0.4	
   375	3.750	       1.1	       5.4	      25.8	      -2.2	     -12.9	     -13.5	      -7.6	       3.1	      19.6	       8.4	      -0.4	      17.8	      -2.6	       7.3	     -15.9	       2.6	      -7.3	     -15.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -75.3	     180.0	      90.0	     -19.0	    -180.0	      90.0	       2.9	      -4.9	     -11.1	       1.2	     -12.2	       1.1	
   376	3.760	       0.8	       5.3	      28.7	      -2.2	     -13.1	     -12.4	      -7.2	       3.3	      18.5	       7.9	      -0.3	      18.1	      -2.4	       7.4	     -15.9	       2.4	      -7.4	     -15.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -78.9	    -180.0	      90.0	     -19.4	     180.0	      90.0	       3.3	      -3.8	     -13.0	       1.2	     -12.2	       1.7	
   377	3.770	       0.8	       5.2	      31.7	      -1.9	     -13.3	     -11.1	      -6.9	       3.4	      17.4	       7.3	      -0.2	      18.0	      -2.1	       7.5	     -15.8	       2.1	      -7.5	     -15.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -82.0	    -180.0	      90.0	     -19.8	     180.0	      90.0	       3.6	      -3.1	     -14.5	       1.2	     -12.1	       2.2	
   378	3.780	       1.2	       5.0	      34.8	      -1.4	     -13.3	      -9.6	      -6.7	       3.4	      16.3	       6.8	      -0.1	      17.8	      -1.9	       7.6	     -15.8	       1.9	      -7.6	     -15.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -84.2	     180.0	      90.0	     -20.1	    -180.0	      90.0	       3.8	      -3.1	     -15.5	       1.1	     -11.8	       2.7	
   379	3.790	       2.2	       5.0	      38.0	      -0.8	     -13.2	      -7.8	      -6.6	       3.4	      15.2	       6.3	       0.0	      17.5	      -1.7	       7.6	     -15.7	       1.7	      -7.6	     -15.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -85.0	     180.0	      90.0	     -20.3	     180.0	      90.0	       4.1	      -3.8	     -16.0	       1.1	     -11.6	       3.2	
   380	3.800	       3.7	       5.0	      41.2	      -0.1	     -13.1	      -6.0	      -6.5	       3.3	      14.1	       5.9	       0.2	      17.2	      -1.5	       7.6	     -15.7	       1.5	      -7.6	     -15.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -84.5	    -180.0	      90.0	     -20.5	     180.0	      90.0	       4.3	      -5.4	     -16.0	       1.1	     -11.4	       3.7	
   381	3.810	       5.5	       5.0	      44.5	       0.6	     -13.0	      -4.0	      -6.5	       3.2	      13.1	       5.6	       0.3	      16.9	      -1.3	       7.6	     -15.6	       1.3	      -7.6	     -15.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -83.3	    -180.0	      90.0	     -20.6	     180.0	      90.0	       4.4	      -7.7	     -15.7	       1.0	     -11.3	       4.2	
   382	3.820	       7.5	       5.0	      47.7	       1.2	     -12.7	      -1.9	      -6.5	       3.1	      12.2	       5.4	       0.4	      16.5	      -1.1	       7.6	     -15.6	       1.1	      -7.6	     -15.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -82.2	    -180.0	      90.0	     -20.7	    -180.0	      90.0	       4.4	     -10.3	     -15.0	       1.0	     -11.2	       4.7	
   383	3.830	       9.2	       5.1	      50.6	       1.5	     -12.5	       0.2	      -6.5	       2.9	      11.2	       5.3	       0.6	      16.2	      -0.9	       7.6	     -15.5	       0.9	      -7.6	     -15.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -81.2	    -180.0	      90.0	     -20.8	    -180.0	      90.0	       4.4	     -12.9	     -14.2	       0.9	     -11.1	       5.2	
   384	3.840	      10.6	       5.0	      53.3	       1.7	     -12.2	       2.2	      -6.4	       2.7	      10.3	       5.1	       0.7	      15.8	      -0.6	       7.5	     -15.5	       0.6	      -7.5	     -15.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -80.4	    -180.0	      90.0	     -20.8	    -180.0	      90.0	       4.4	     -15.2	     -13.2	       0.9	     -11.0	       5.7	
   385	3.850	      11.5	       5.0	      55.5	       1.6	     -11.9	       4.2	      -6.4	       2.5	       9.3	       5.0	       0.9	      15.2	      -0.2	       7.4	     -15.6	       0.2	      -7.4	     -15.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -79.9	    -180.0	      90.0	     -20.9	    -180.0	      90.0	       4.2	     -17.0	     -11.9	       0.8	     -10.9	       6.1	
   386	3.860	      11.9	       4.9	      57.4	       1.3	     -11.6	       6.0	      -6.3	       2.3	       8.2	       4.9	       1.0	      14.6	       0.3	       7.3	     -15.6	      -0.3	      -7.3	     -15.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -79.5	    -180.0	      90.0	     -21.0	    -180.0	      90.0	       4.1	     -18.1	     -10.6	       0.8	     -10.7	       6.5	
   387	3.870	      11.9	       4.9	      58.8	       0.9	     -11.3	       7.7	      -6.1	       2.1	       7.1	       4.8	       1.2	      14.0	       0.8	       7.2	     -15.6	      -0.8	      -7.2	     -15.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -79.2	    -180.0	      90.0	     -21.1	     180.0	      90.0	       3.9	     -18.6	      -9.3	       0.8	     -10.5	       6.8	
   388	3.880	      11.5	       5.0	      59.8	       0.6	     -11.1	       9.2	      -6.0	       2.0	       5.9	       4.8	       1.3	      13.4	       1.4	       7.0	     -15.7	      -1.4	      -7.0	     -15.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -78.7	     180.0	      90.0	     -21.1	     180.0	      90.0	       3.7	     -18.7	      -7.9	       0.8	     -10.4	       7.1	
   389	3.890	      10.9	       5.2	      60.5	       0.3	     -10.9	      10.6	      -5.9	       1.8	       4.8	       4.9	       1.4	      12.7	       2.0	       6.8	     -15.7	      -2.0	      -6.8	     -15.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -77.8	     180.0	      90.0	     -21.2	     180.0	      90.0	       3.5	     -18.4	      -6.6	       0.8	     -10.2	       7.4	
   390	3.900	      10.0	       5.6	      60.6	       0.1	     -10.7	      11.9	      -5.8	       1.6	       3.7	       5.0	       1.5	      12.1	       2.6	       6.6	     -15.7	      -2.6	      -6.6	     -15.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -76.4	     180.0	      90.0	     -21.3	    -180.0	      90.0	       3.2	     -17.9	      -5.2	       0.8	     -10.2	       7.7	
   391	3.910	       9.0	       6.1	      60.4	       0.1	     -10.5	      13.0	      -5.7	       1.4	       2.5	       5.2	       1.6	      11.4	       3.2	       6.4	     -15.8	      -3.2	      -6.4	     -15.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -74.5	    -180.0	      90.0	     -21.4	    -180.0	      90.0	       3.0	     -17.2	      -4.0	       0.8	     -10.1	       8.0	
   392	3.920	       7.8	       6.8	      59.8	       0.2	     -10.3	      14.1	      -5.5	       1.3	       1.4	       5.3	       1.7	      10.7	       3.7	       6.2	     -15.8	      -3.7	      -6.2	     -15.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -72.1	    -180.0	      90.0	     -21.5	     180.0	      90.0	       2.7	     -16.5	      -2.8	       0.8	     -10.1	       8.2	
   393	3.930	       6.5	       7.7	      58.9	       0.6	     -10.2	      15.0	      -5.4	       1.1	       0.2	       5.3	       1.8	      10.0	       4.2	       6.0	     -15.8	      -4.2	      -6.0	     -15.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -69.5	    -180.0	      90.0	     -21.6	     180.0	      90.0	       2.5	     -15.8	      -1.7	       0.8	     -10.0	       8.4	
   394	3.940	       5.2	       8.7	      57.6	       1.1	     -10.1	      16.0	      -5.2	       1.0	      -0.9	       5.3	       1.9	       9.2	       4.7	       5.8	     -15.7	      -4.7	      -5.8	     -15.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -66.6	    -180.0	      90.0	     -21.8	    -180.0	      90.0	       2.2	     -15.3	      -0.7	       0.8	     -10.0	       8.6	
   395	3.950	       3.7	       9.7	      56.0	       1.7	      -9.9	      16.8	      -5.0	       0.9	      -2.0	       5.2	       2.0	       8.4	       5.1	       5.6	     -15.7	      -5.1	      -5.6	     -15.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -63.5	    -180.0	      90.0	     -21.9	    -180.0	      90.0	       1.9	     -14.9	       0.2	       0.7	     -10.0	       8.7	
   396	3.960	       2.2	      10.7	      54.1	       2.5	      -9.8	      17.6	      -4.7	       0.8	      -3.1	       5.0	       2.2	       7.6	       5.4	       5.4	     -15.6	      -5.4	      -5.4	     -15.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -60.4	    -180.0	      90.0	     -22.1	     180.0	      90.0	       1.6	     -14.7	       1.0	       0.7	     -10.0	       8.9	
   397	3.970	       0.6	      11.6	      51.9	       3.2	      -9.7	      18.3	      -4.4	       0.7	      -4.2	       4.8	       2.3	       6.9	       5.7	       5.3	     -15.5	      -5.7	      -5.3	     -15.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -57.1	    -180.0	      90.0	     -22.2	     180.0	      90.0	       1.4	     -14.6	       1.7	       0.7	     -10.0	       9.0	
   398	3.980	      -1.0	      12.4	      49.5	       3.8	      -9.6	      19.0	      -4.1	       0.7	      -5.2	       4.6	       2.4	       6.1	       6.0	       5.1	     -15.4	      -6.0	      -5.1	     -15.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -53.8	    -180.0	      90.0	     -22.4	    -180.0	      90.0	       1.1	     -14.7	       2.2	       0.6	     -10.0	       9.1	
   399	3.990	      -2.7	      12.9	      46.9	       4.4	      -9.4	      19.6	      -3.7	       0.6	      -6.2	       4.4	       2.6	       5.4	       6.2	       4.9	     -15.4	      -6.2	      -4.9	     -15.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -50.4	    -180.0	      90.0	     -22.6	    -180.0	      90.0	       1.0	     -14.9	       2.7	       0.6	     -10.2	       9.3	
   400	4.000	      -4.5	      13.2	      44.1	       4.8	      -9.3	      20.2	      -3.2	       0.5	      -7.2	       4.1	       2.8	       4.7	       6.5	       4.8	     -15.3	      -6.5	      -4.8	     -15.3	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -47.1	    -180.0	      90.0	     -22.8	     180.0	      90.0	       0.8	     -15.1	       3.0	       0.6	     -10.4	       9.4	
   401	4.010	      -6.2	      13.2	      41.2	       5.0	      -9.2	      20.6	      -2.7	       0.4	      -8.2	       3.9	       3.0	       4.0	       6.7	       4.6	     -15.2	      -6.7	      -4.6	     -15.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -43.8	    -180.0	      90.0	     -23.1	    -180.0	      90.0	       0.7	     -15.2	       3.2	       0.5	     -10.7	       9.6	
   402	4.020	      -8.1	      13.0	      38.0	       5.0	      -9.1	      21.0	      -2.1	       0.3	      -9.2	       3.7	       3.1	       3.3	       7.0	       4.5	     -15.2	      -7.0	      -4.5	     -15.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -40.5	    -180.0	      90.0	     -23.4	     180.0	      90.0	       0.6	     -15.1	       3.3	       0.5	     -10.9	       9.6	
   403	4.030	     -10.0	      12.5	      34.8	       4.8	      -9.0	      21.2	      -1.6	       0.2	     -10.1	       3.5	       3.3	       2.7	       7.2	       4.4	     -15.1	      -7.2	      -4.4	     -15.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -37.3	    -180.0	      90.0	     -23.8	     180.0	      90.0	       0.6	     -14.7	       3.2	       0.5	     -11.1	       9.7	
   404	4.040	     -11.8	      11.7	      31.5	       4.5	      -8.9	      21.4	      -1.1	       0.1	     -11.1	       3.4	       3.4	       2.1	       7.5	       4.3	     -15.1	      -7.5	      -4.3	     -15.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -34.2	    -180.0	      90.0	     -24.2	    -180.0	      90.0	       0.6	     -14.0	       3.0	       0.4	     -11.3	       9.7	
   405	4.050	     -13.5	      10.7	      28.1	       4.0	      -8.8	      21.4	      -0.7	       0.1	     -12.0	       3.3	       3.5	       1.5	       7.7	       4.2	     -15.0	      -7.7	      -4.2	     -15.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -31.2	     180.0	      90.0	     -24.6	     180.0	      90.0	       0.7	     -13.0	       2.7	       0.4	     -11.4	       9.7	
   406	4.060	     -14.8	       9.7	      24.7	       3.3	      -8.8	      21.3	      -0.4	       0.0	     -12.9	       3.3	       3.6	       1.0	       8.0	       4.2	     -15.0	      -8.0	      -4.2	     -15.0	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -28.3	    -180.0	      90.0	     -25.0	     180.0	      90.0	       0.8	     -11.9	       2.3	       0.4	     -11.4	       9.7	
   407	4.070	     -15.7	       8.6	      21.4	       2.6	      -8.8	      21.1	      -0.2	      -0.0	     -13.9	       3.4	       3.6	       0.5	       8.2	       4.2	     -14.9	      -8.2	      -4.2	     -14.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -25.7	     180.0	      90.0	     -25.5	    -180.0	      90.0	       1.0	     -10.9	       1.9	       0.4	     -11.5	       9.7	
   408	4.080	     -15.9	       7.6	      18.3	       1.8	      -8.8	      20.9	      -0.1	      -0.0	     -14.8	       3.6	       3.6	       0.1	       8.5	       4.3	     -14.8	      -8.5	      -4.3	     -14.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -23.4	    -180.0	      90.0	     -26.0	     180.0	      90.0	       1.1	     -10.1	       1.5	       0.4	     -11.5	       9.7	
   409	4.090	     -15.6	       6.6	      15.3	       1.0	      -8.8	      20.7	      -0.1	      -0.0	     -15.7	       3.8	       3.6	      -0.3	       8.7	       4.3	     -14.6	      -8.7	      -4.3	     -14.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -21.3	     180.0	      90.0	     -26.6	    -180.0	      90.0	       1.2	      -9.6	       1.1	       0.5	     -11.4	       9.5	
   410	4.100	     -14.6	       5.8	      12.5	       0.3	      -8.9	      20.6	      -0.2	       0.0	     -16.5	       4.0	       3.6	      -0.6	       8.9	       4.4	     -14.4	      -8.9	      -4.4	     -14.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -19.3	    -180.0	      90.0	     -27.3	    -180.0	      90.0	       1.3	      -9.3	       0.8	       0.5	     -11.2	       9.4	
   411	4.110	     -13.4	       5.1	      10.1	      -0.3	      -9.0	      20.4	      -0.4	       0.1	     -17.3	       4.2	       3.6	      -0.9	       9.0	       4.4	     -14.2	      -9.0	      -4.4	     -14.2	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -17.6	    -180.0	      90.0	     -28.2	    -180.0	      90.0	       1.4	      -9.1	       0.5	       0.5	     -10.9	       9.2	
   412	4.120	     -12.0	       4.4	       8.1	      -0.8	      -9.1	      20.3	      -0.7	       0.1	     -18.0	       4.3	       3.5	      -1.0	       9.2	       4.5	     -14.1	      -9.2	      -4.5	     -14.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -16.1	     180.0	      90.0	     -29.2	    -180.0	      90.0	       1.4	      -8.8	       0.2	       0.5	     -10.5	       8.9	
   413	4.130	     -10.8	       3.8	       6.5	      -1.1	      -9.1	      20.3	      -1.1	       0.1	     -18.6	       4.4	       3.5	      -0.9	       9.3	       4.6	     -13.9	      -9.3	      -4.6	     -13.9	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -14.8	    -180.0	      90.0	     -30.4	     180.0	      90.0	       1.4	      -8.4	      -0.1	       0.6	      -9.9	       8.7	
   414	4.140	      -9.9	       3.3	       5.4	      -1.3	      -9.2	      20.3	      -1.4	       0.1	     -19.1	       4.5	       3.4	      -0.7	       9.4	       4.6	     -13.8	      -9.4	      -4.6	     -13.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -13.8	     180.0	      90.0	     -31.6	    -180.0	      90.0	       1.4	      -8.0	      -0.5	       0.6	      -9.4	       8.4	
   415	4.150	      -9.4	       2.9	       4.7	      -1.3	      -9.2	      20.3	      -1.7	       0.0	     -19.6	       4.7	       3.4	      -0.4	       9.4	       4.6	     -13.7	      -9.4	      -4.6	     -13.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -13.2	     180.0	      90.0	     -32.9	     180.0	      90.0	       1.4	      -7.5	      -0.9	       0.7	      -9.0	       8.1	
   416	4.160	      -9.2	       2.7	       4.7	      -1.2	      -9.3	      20.4	      -1.9	      -0.1	     -20.1	       4.9	       3.3	       0.2	       9.5	       4.6	     -13.6	      -9.5	      -4.6	     -13.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -13.2	     180.0	      90.0	     -34.3	     180.0	      90.0	       1.4	      -7.2	      -1.4	       0.7	      -8.6	       7.9	
   417	4.170	      -9.2	       2.6	       5.1	      -1.0	      -9.4	      20.5	      -2.0	      -0.2	     -20.5	       5.1	       3.2	       0.9	       9.5	       4.6	     -13.5	      -9.5	      -4.6	     -13.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -13.7	     180.0	      90.0	     -35.8	     180.0	      90.0	       1.4	      -7.1	      -2.2	       0.8	      -8.3	       7.5	
   418	4.180	      -9.2	       2.6	       6.1	      -0.7	      -9.4	      20.6	      -2.1	      -0.4	     -20.9	       5.3	       3.2	       1.7	       9.5	       4.6	     -13.4	      -9.5	      -4.6	     -13.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -14.6	     180.0	      90.0	     -37.3	    -180.0	      90.0	       1.5	      -7.0	      -3.0	       0.9	      -8.0	       7.1	
   419	4.190	      -9.1	       2.8	       7.5	      -0.5	      -9.4	      20.9	      -2.2	      -0.6	     -21.1	       5.5	       3.1	       2.7	       9.5	       4.5	     -13.5	      -9.5	      -4.5	     -13.5	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -16.0	     180.0	      90.0	     -39.0	     180.0	      90.0	       1.5	      -7.1	      -3.9	       0.9	      -7.7	       6.7	
   420	4.200	      -8.8	       3.0	       9.2	      -0.2	      -9.4	      21.2	      -2.3	      -0.8	     -21.3	       5.6	       3.0	       3.9	       9.3	       4.3	     -13.6	      -9.3	      -4.3	     -13.6	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -17.6	     180.0	      90.0	     -40.9	     180.0	      90.0	       1.6	      -7.4	      -4.5	       1.0	      -7.3	       6.0	
   421	4.210	      -8.3	       3.2	      11.3	       0.2	      -9.3	      21.6	      -2.5	      -1.1	     -21.4	       5.6	       2.8	       5.2	       9.1	       4.1	     -13.8	      -9.1	      -4.1	     -13.8	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -19.0	    -180.0	      90.0	     -43.0	    -180.0	      90.0	       1.7	      -8.0	      -4.7	       1.1	      -7.0	       5.3	
   422	4.220	      -7.3	       3.5	      13.5	       0.5	      -9.1	      22.0	      -2.9	      -1.3	     -21.4	       5.5	       2.7	       6.7	       8.8	       3.8	     -14.1	      -8.8	      -3.8	     -14.1	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -20.4	     180.0	      90.0	     -45.2	    -180.0	      90.0	       1.7	      -8.9	      -4.5	       1.2	      -6.6	       4.3	
   423	4.230	      -6.1	       3.8	      15.7	       0.9	      -8.8	      22.4	      -3.3	      -1.6	     -21.3	       5.4	       2.6	       8.4	       8.4	       3.5	     -14.4	      -8.4	      -3.5	     -14.4	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -21.5	    -180.0	      90.0	     -47.8	    -180.0	      90.0	       1.8	     -10.3	      -3.8	       1.3	      -6.1	       3.2	
   424	4.240	      -4.5	       4.0	      17.8	       1.2	      -8.5	      22.5	      -3.9	      -1.9	     -21.0	       5.2	       2.5	      10.3	       8.0	       3.2	     -14.7	      -8.0	      -3.2	     -14.7	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	       NaN	     -22.5	    -180.0	      90.0	     -50.5	    -180.0	      90.0	       1.8	     -12.0	      -2.9	       1.5	      -5.6	       1.9	
