BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
    24	0.240	  0.471209	  0.981712	  0.645933	  0.664496	  0.961189	  0.791908	  0.569991	  0.873209	  0.833626	  0.562791	  0.694184	  0.940573	  0.551385	  0.479810	  0.816320	  0.534780	  0.412606	  0.817163	  0.516164	  0.309806	  0.867969	  0.509029	  0.073160	  0.821173	  0.614060	  0.015268	  0.875097	  0.682872	  0.989345	  0.509080	  0.567970	  0.915652	  0.457931	  0.560346	  0.707415	  0.340999	  0.548614	  0.484270	  0.448475	  0.547521	  0.426205	  0.447016	  0.530887	  0.315904	  0.392782	  0.514989	  0.072431	  0.441180	  0.631120	  0.024893	  0.408638	  0.452452	  0.018058	  0.754451	  0.450745	  0.022478	  0.490280	  0.574087	  1.474775	  0.817731	  0.509431	  1.487317	  0.642463	  0.588988	  1.476999	  0.479383	
    25	0.250	  0.471159	  0.981701	  0.645929	  0.664527	  0.961219	  0.791911	  0.570047	  0.873207	  0.833629	  0.562757	  0.694178	  0.940570	  0.551338	  0.479813	  0.816318	  0.534724	  0.412610	  0.817186	  0.516142	  0.309800	  0.867965	  0.509046	  0.073161	  0.821164	  0.614034	  0.015264	  0.875093	  0.682829	  0.989339	  0.509059	  0.567986	  0.915644	  0.457915	  0.560324	  0.707413	  0.340996	  0.548563	  0.484282	  0.448451	  0.547565	  0.426200	  0.447022	  0.530866	  0.315896	  0.392755	  0.515005	  0.072412	  0.441169	  0.631176	  0.024898	  0.408653	  0.452411	  0.018052	  0.754465	  0.450761	  0.022448	  0.490263	  0.574010	  1.474780	  0.817702	  0.509387	  1.487300	  0.642440	  0.588935	  1.476977	  0.479359	
    26	0.260	  0.471077	  0.981705	  0.645909	  0.664541	  0.961254	  0.791894	  0.569925	  0.873225	  0.833610	  0.562744	  0.694181	  0.940576	  0.551338	  0.479797	  0.816312	  0.534677	  0.412609	  0.817188	  0.516067	  0.309809	  0.867972	  0.509047	  0.073153	  0.821176	  0.614025	  0.015271	  0.875115	  0.682839	  0.989348	  0.509042	  0.567991	  0.915630	  0.457898	  0.560301	  0.707416	  0.340996	  0.548558	  0.484273	  0.448452	  0.547520	  0.426191	  0.447018	  0.530880	  0.315898	  0.392745	  0.515005	  0.072398	  0.441161	  0.631168	  0.024888	  0.408645	  0.452437	  0.018020	  0.754484	  0.450679	  0.022479	  0.490264	  0.574027	  1.474797	  0.817678	  0.509346	  1.487278	  0.642368	  0.588899	  1.476960	  0.479332	
    27	0.270	  0.471079	  0.981701	  0.645889	  0.664506	  0.961262	  0.791896	  0.569805	  0.873226	  0.833571	  0.562733	  0.694159	  0.940565	  0.551314	  0.479791	  0.816311	  0.534610	  0.412610	  0.817144	  0.516016	  0.309827	  0.867968	  0.509056	  0.073151	  0.821181	  0.614037	  0.015264	  0.875116	  0.682830	  0.989357	  0.509037	  0.567901	  0.915658	  0.457891	  0.560295	  0.707420	  0.340985	  0.548525	  0.484271	  0.448445	  0.547460	  0.426176	  0.446991	  0.530841	  0.315918	  0.392730	  0.514986	  0.072414	  0.441183	  0.631136	  0.024883	  0.408634	  0.452433	  0.018016	  0.754476	  0.450703	  0.022465	  0.490262	  0.574014	  1.474805	  0.817638	  0.509267	  1.487283	  0.642325	  0.588872	  1.476960	  0.479295	
    28	0.280	  0.471060	  0.981698	  0.645870	  0.664492	  0.961255	  0.791908	  0.570147	  0.873093	  0.833607	  0.562715	  0.694177	  0.940552	  0.551269	  0.479788	  0.816300	  0.534534	  0.412607	  0.817117	  0.516036	  0.309821	  0.867938	  0.509047	  0.073169	  0.821163	  0.614037	  0.015255	  0.875108	  0.682798	  0.989350	  0.509028	  0.567854	  0.915652	  0.457890	  0.560313	  0.707406	  0.340967	  0.548456	  0.484269	  0.448437	  0.547419	  0.426151	  0.446986	  0.530753	  0.315927	  0.392711	  0.514990	  0.072419	  0.441185	  0.631158	  0.024897	  0.408631	  0.452503	  0.017986	  0.754484	  0.450701	  0.022460	  0.490231	  0.573882	  1.474834	  0.817575	  0.509213	  1.487281	  0.642299	  0.588866	  1.476954	  0.479259	
    29	0.290	  0.470984	  0.981711	  0.645855	  0.664479	  0.961270	  0.791895	  0.570619	  0.872952	  0.833705	  0.562695	  0.694187	  0.940547	  0.551235	  0.479787	  0.816291	  0.534504	  0.412597	  0.817115	  0.516018	  0.309829	  0.867940	  0.509040	  0.073174	  0.821157	  0.614063	  0.015261	  0.875093	  0.682717	  0.989331	  0.509007	  0.567868	  0.915655	  0.457900	  0.560264	  0.707416	  0.340950	  0.548395	  0.484298	  0.448427	  0.547406	  0.426149	  0.446989	  0.530734	  0.315926	  0.392719	  0.514995	  0.072412	  0.441160	  0.631188	  0.024881	  0.408629	  0.452538	  0.017965	  0.754456	  0.450707	  0.022480	  0.490217	  0.573826	  1.474863	  0.817528	  0.509241	  1.487262	  0.642249	  0.588873	  1.476938	  0.479225	
    30	0.300	  0.470971	  0.981744	  0.645860	  0.664462	  0.961267	  0.791895	  0.569965	  0.873172	  0.833585	  0.562625	  0.694201	  0.940530	  0.551207	  0.479799	  0.816275	  0.534474	  0.412604	  0.817102	  0.516028	  0.309848	  0.867939	  0.509024	  0.073189	  0.821167	  0.614046	  0.015253	  0.875093	  0.682696	  0.989319	  0.509014	  0.567865	  0.915662	  0.457896	  0.560267	  0.707424	  0.340949	  0.548401	  0.484297	  0.448431	  0.547383	  0.426145	  0.446979	  0.530755	  0.315915	  0.392717	  0.514967	  0.072441	  0.441155	  0.631187	  0.024884	  0.408625	  0.452528	  0.017980	  0.754435	  0.450695	  0.022473	  0.490236	  0.573819	  1.474901	  0.817466	  0.509191	  1.487268	  0.642166	  0.588850	  1.476928	  0.479186	
    31	0.310	  0.470979	  0.981747	  0.645840	  0.664428	  0.961281	  0.791889	  0.569665	  0.873269	  0.833522	  0.562600	  0.694220	  0.940509	  0.551218	  0.479818	  0.816246	  0.534449	  0.412589	  0.817089	  0.515995	  0.309856	  0.867920	  0.509025	  0.073218	  0.821143	  0.613991	  0.015278	  0.875089	  0.682674	  0.989318	  0.509026	  0.567882	  0.915670	  0.457904	  0.560264	  0.707442	  0.340932	  0.548329	  0.484293	  0.448420	  0.547392	  0.426160	  0.446971	  0.530756	  0.315925	  0.392679	  0.514997	  0.072445	  0.441146	  0.631185	  0.024906	  0.408627	  0.452547	  0.017992	  0.754425	  0.450725	  0.022459	  0.490237	  0.573861	  1.474943	  0.817433	  0.509132	  1.487272	  0.642103	  0.588851	  1.476927	  0.479147	
    32	0.320	  0.470927	  0.981774	  0.645797	  0.664533	  0.961325	  0.791875	  0.569576	  0.873290	  0.833489	  0.562585	  0.694222	  0.940497	  0.551218	  0.479825	  0.816234	  0.534450	  0.412594	  0.817078	  0.515940	  0.309855	  0.867903	  0.509082	  0.073232	  0.821132	  0.614072	  0.015305	  0.875085	  0.682649	  0.989326	  0.509022	  0.567888	  0.915685	  0.457899	  0.560232	  0.707462	  0.340923	  0.548312	  0.484296	  0.448391	  0.547371	  0.426190	  0.446962	  0.530712	  0.315928	  0.392667	  0.515024	  0.072427	  0.441113	  0.631172	  0.024931	  0.408608	  0.452537	  0.017984	  0.754412	  0.450748	  0.022460	  0.490215	  0.573833	  1.474979	  0.817370	  0.509103	  1.487255	  0.642051	  0.588882	  1.476920	  0.479100	
    33	0.330	  0.470864	  0.981810	  0.645744	  0.664440	  0.961321	  0.791887	  0.569600	  0.873296	  0.833495	  0.562457	  0.694257	  0.940488	  0.551195	  0.479840	  0.816232	  0.534455	  0.412608	  0.817044	  0.515942	  0.309868	  0.867870	  0.509124	  0.073232	  0.821137	  0.614080	  0.015329	  0.875079	  0.682581	  0.989317	  0.509003	  0.567938	  0.915676	  0.457880	  0.560296	  0.707453	  0.340920	  0.548294	  0.484311	  0.448377	  0.547338	  0.426195	  0.446941	  0.530718	  0.315925	  0.392666	  0.515015	  0.072434	  0.441099	  0.631238	  0.024960	  0.408612	  0.452575	  0.017976	  0.754411	  0.450737	  0.022488	  0.490204	  0.573790	  1.475016	  0.817308	  0.509061	  1.487267	  0.642006	  0.588871	  1.476908	  0.479063	
    34	0.340	  0.470892	  0.981816	  0.645726	  0.664417	  0.961346	  0.791888	  0.569573	  0.873304	  0.833475	  0.562417	  0.694278	  0.940464	  0.551168	  0.479849	  0.816224	  0.534418	  0.412629	  0.817012	  0.515891	  0.309894	  0.867864	  0.509166	  0.073241	  0.821127	  0.614088	  0.015341	  0.875083	  0.682601	  0.989335	  0.509013	  0.567942	  0.915689	  0.457873	  0.560309	  0.707439	  0.340909	  0.548264	  0.484339	  0.448389	  0.547324	  0.426220	  0.446956	  0.530744	  0.315943	  0.392661	  0.515040	  0.072453	  0.441088	  0.631342	  0.024984	  0.408624	  0.452591	  0.017977	  0.754389	  0.450740	  0.022479	  0.490197	  0.573747	  1.475032	  0.817289	  0.509014	  1.487277	  0.641943	  0.588881	  1.476900	  0.479015	
    35	0.350	  0.470869	  0.981837	  0.645712	  0.664419	  0.961347	  0.791907	  0.569601	  0.873326	  0.833460	  0.562389	  0.694302	  0.940441	  0.551170	  0.479869	  0.816226	  0.534357	  0.412637	  0.817006	  0.515897	  0.309898	  0.867867	  0.509198	  0.073241	  0.821103	  0.614083	  0.015342	  0.875062	  0.682702	  0.989360	  0.509043	  0.567938	  0.915707	  0.457848	  0.560281	  0.707440	  0.340905	  0.548226	  0.484354	  0.448380	  0.547334	  0.426225	  0.446958	  0.530709	  0.315950	  0.392677	  0.515052	  0.072451	  0.441081	  0.631338	  0.024968	  0.408614	  0.452562	  0.018002	  0.754371	  0.450756	  0.022515	  0.490191	  0.573675	  1.475074	  0.817237	  0.508945	  1.487287	  0.641872	  0.588895	  1.476890	  0.478976	
    36	0.360	  0.470870	  0.981841	  0.645694	  0.664412	  0.961346	  0.791890	  0.569651	  0.873306	  0.833474	  0.562383	  0.694276	  0.940459	  0.551153	  0.479874	  0.816220	  0.534333	  0.412654	  0.817006	  0.515892	  0.309911	  0.867870	  0.509235	  0.073249	  0.821083	  0.614114	  0.015352	  0.875052	  0.682743	  0.989351	  0.509070	  0.567986	  0.915724	  0.457818	  0.560311	  0.707447	  0.340922	  0.548211	  0.484344	  0.448384	  0.547348	  0.426243	  0.446946	  0.530642	  0.315960	  0.392670	  0.515069	  0.072473	  0.441103	  0.631308	  0.024969	  0.408598	  0.452585	  0.018021	  0.754359	  0.450761	  0.022520	  0.490177	  0.573604	  1.475095	  0.817167	  0.508945	  1.487303	  0.641789	  0.588884	  1.476883	  0.478943	
    37	0.370	  0.470853	  0.981860	  0.645655	  0.664386	  0.961349	  0.791892	  0.569479	  0.873344	  0.833433	  0.562369	  0.694281	  0.940463	  0.551109	  0.479880	  0.816211	  0.534346	  0.412677	  0.817007	  0.515866	  0.309928	  0.867867	  0.509188	  0.073265	  0.821097	  0.614132	  0.015361	  0.875046	  0.682767	  0.989338	  0.509077	  0.568004	  0.915738	  0.457814	  0.560321	  0.707462	  0.340908	  0.548264	  0.484358	  0.448378	  0.547326	  0.426254	  0.446955	  0.530613	  0.315971	  0.392660	  0.515106	  0.072479	  0.441103	  0.631337	  0.024996	  0.408578	  0.452576	  0.018039	  0.754358	  0.450762	  0.022526	  0.490142	  0.573579	  1.475121	  0.817129	  0.508894	  1.487283	  0.641723	  0.588844	  1.476872	  0.478909	
    38	0.380	  0.470864	  0.981861	  0.645628	  0.664376	  0.961347	  0.791930	  0.569515	  0.873351	  0.833420	  0.562328	  0.694294	  0.940446	  0.551096	  0.479888	  0.816217	  0.534338	  0.412685	  0.817011	  0.515855	  0.309950	  0.867850	  0.509224	  0.073263	  0.821088	  0.614111	  0.015384	  0.875044	  0.682760	  0.989341	  0.509089	  0.568011	  0.915739	  0.457825	  0.560289	  0.707483	  0.340871	  0.548262	  0.484376	  0.448368	  0.547323	  0.426253	  0.446959	  0.530610	  0.315995	  0.392645	  0.515115	  0.072516	  0.441097	  0.631354	  0.024997	  0.408582	  0.452573	  0.018047	  0.754360	  0.450782	  0.022546	  0.490139	  0.573586	  1.475153	  0.817101	  0.508812	  1.487322	  0.641680	  0.588847	  1.476856	  0.478887	
    39	0.390	  0.470774	  0.981878	  0.645610	  0.664392	  0.961352	  0.791932	  0.569532	  0.873359	  0.833417	  0.562284	  0.694309	  0.940439	  0.551062	  0.479903	  0.816209	  0.534297	  0.412682	  0.816997	  0.515831	  0.309960	  0.867836	  0.509289	  0.073273	  0.821069	  0.614108	  0.015395	  0.875051	  0.682739	  0.989334	  0.509104	  0.568042	  0.915745	  0.457823	  0.560329	  0.707492	  0.340865	  0.548240	  0.484372	  0.448367	  0.547320	  0.426281	  0.446969	  0.530671	  0.316001	  0.392641	  0.515096	  0.072518	  0.441111	  0.631405	  0.025000	  0.408586	  0.452564	  0.018051	  0.754354	  0.450775	  0.022579	  0.490162	  0.573563	  1.475181	  0.817052	  0.508764	  1.487350	  0.641639	  0.588827	  1.476841	  0.478859	
    40	0.400	  0.470745	  0.981892	  0.645591	  0.664313	  0.961355	  0.791949	  0.569422	  0.873392	  0.833375	  0.562313	  0.694304	  0.940456	  0.551068	  0.479922	  0.816210	  0.534281	  0.412694	  0.816984	  0.515797	  0.309965	  0.867837	  0.509254	  0.073290	  0.821076	  0.614169	  0.015396	  0.875054	  0.682707	  0.989346	  0.509100	  0.568039	  0.915765	  0.457825	  0.560338	  0.707501	  0.340867	  0.548266	  0.484390	  0.448367	  0.547305	  0.426294	  0.446969	  0.530696	  0.316000	  0.392648	  0.515121	  0.072506	  0.441097	  0.631411	  0.025018	  0.408595	  0.452549	  0.018077	  0.754347	  0.450779	  0.022594	  0.490171	  0.573555	  1.475226	  0.817011	  0.508717	  1.487327	  0.641549	  0.588871	  1.476821	  0.478824	
    41	0.410	  0.470736	  0.981931	  0.645583	  0.664332	  0.961349	  0.791965	  0.569417	  0.873401	  0.833360	  0.562274	  0.694313	  0.940431	  0.551067	  0.479923	  0.816211	  0.534280	  0.412707	  0.816961	  0.515803	  0.309980	  0.867829	  0.509244	  0.073290	  0.821084	  0.614229	  0.015384	  0.875073	  0.682735	  0.989352	  0.509100	  0.568063	  0.915782	  0.457826	  0.560365	  0.707493	  0.340866	  0.548237	  0.484408	  0.448354	  0.547367	  0.426290	  0.446954	  0.530671	  0.316016	  0.392630	  0.515133	  0.072525	  0.441082	  0.631365	  0.025020	  0.408589	  0.452563	  0.018107	  0.754334	  0.450760	  0.022612	  0.490165	  0.573439	  1.475258	  0.816962	  0.508680	  1.487314	  0.641458	  0.588896	  1.476820	  0.478795	
    42	0.420	  0.470745	  0.981934	  0.645568	  0.664371	  0.961354	  0.791962	  0.569292	  0.873405	  0.833335	  0.562156	  0.694336	  0.940410	  0.551041	  0.479938	  0.816201	  0.534272	  0.412727	  0.816938	  0.515824	  0.309968	  0.867842	  0.509296	  0.073279	  0.821076	  0.614219	  0.015394	  0.875067	  0.682808	  0.989359	  0.509131	  0.568050	  0.915795	  0.457824	  0.560421	  0.707489	  0.340870	  0.548297	  0.484408	  0.448369	  0.547397	  0.426314	  0.446947	  0.530697	  0.316021	  0.392623	  0.515140	  0.072519	  0.441071	  0.631347	  0.025012	  0.408580	  0.452593	  0.018099	  0.754330	  0.450783	  0.022631	  0.490148	  0.573370	  1.475280	  0.816934	  0.508642	  1.487337	  0.641399	  0.588898	  1.476810	  0.478770	
    43	0.430	  0.470668	  0.981938	  0.645524	  0.664286	  0.961346	  0.791959	  0.569614	  0.873291	  0.833413	  0.562127	  0.694359	  0.940404	  0.551037	  0.479938	  0.816207	  0.534260	  0.412735	  0.816934	  0.515842	  0.309961	  0.867842	  0.509293	  0.073283	  0.821081	  0.614212	  0.015402	  0.875073	  0.682866	  0.989369	  0.509175	  0.568002	  0.915788	  0.457811	  0.560467	  0.707506	  0.340862	  0.548328	  0.484417	  0.448362	  0.547411	  0.426302	  0.446939	  0.530709	  0.316002	  0.392637	  0.515192	  0.072550	  0.441067	  0.631360	  0.025012	  0.408588	  0.452556	  0.018110	  0.754349	  0.450801	  0.022633	  0.490159	  0.573282	  1.475308	  0.816876	  0.508502	  1.487353	  0.641378	  0.588886	  1.476781	  0.478727	
    44	0.440	  0.470672	  0.981925	  0.645519	  0.664251	  0.961338	  0.791954	  0.570138	  0.873155	  0.833540	  0.562109	  0.694370	  0.940416	  0.551029	  0.479924	  0.816202	  0.534305	  0.412724	  0.816933	  0.515837	  0.309967	  0.867831	  0.509288	  0.073283	  0.821088	  0.614214	  0.015385	  0.875086	  0.682946	  0.989380	  0.509182	  0.567969	  0.915807	  0.457810	  0.560447	  0.707512	  0.340850	  0.548331	  0.484410	  0.448361	  0.547424	  0.426300	  0.446955	  0.530738	  0.315999	  0.392628	  0.515162	  0.072565	  0.441073	  0.631344	  0.025008	  0.408598	  0.452516	  0.018145	  0.754359	  0.450734	  0.022682	  0.490151	  0.573223	  1.475339	  0.816841	  0.508399	  1.487365	  0.641332	  0.588850	  1.476749	  0.478704	
    45	0.450	  0.470614	  0.981919	  0.645494	  0.664208	  0.961314	  0.791959	  0.569449	  0.873372	  0.833430	  0.562044	  0.694367	  0.940401	  0.551005	  0.479926	  0.816203	  0.534292	  0.412710	  0.816964	  0.515830	  0.309979	  0.867835	  0.509324	  0.073271	  0.821079	  0.614214	  0.015374	  0.875065	  0.682974	  0.989390	  0.509182	  0.567971	  0.915799	  0.457806	  0.560415	  0.707503	  0.340827	  0.548413	  0.484385	  0.448365	  0.547440	  0.426297	  0.446959	  0.530809	  0.315998	  0.392617	  0.515178	  0.072540	  0.441077	  0.631340	  0.025004	  0.408619	  0.452528	  0.018135	  0.754353	  0.450762	  0.022676	  0.490170	  0.573141	  1.475345	  0.816808	  0.508333	  1.487388	  0.641273	  0.588859	  1.476728	  0.478687	
    46	0.460	  0.470586	  0.981895	  0.645464	  0.664096	  0.961312	  0.791975	  0.569191	  0.873428	  0.833360	  0.562026	  0.694364	  0.940394	  0.550960	  0.479932	  0.816219	  0.534285	  0.412711	  0.816957	  0.515836	  0.309980	  0.867841	  0.509398	  0.073251	  0.821076	  0.614235	  0.015366	  0.875076	  0.682911	  0.989400	  0.509183	  0.567957	  0.915777	  0.457789	  0.560435	  0.707494	  0.340834	  0.548507	  0.484365	  0.448362	  0.547474	  0.426289	  0.446960	  0.530887	  0.315979	  0.392625	  0.515195	  0.072517	  0.441087	  0.631397	  0.024996	  0.408639	  0.452534	  0.018130	  0.754338	  0.450785	  0.022658	  0.490178	  0.573110	  1.475370	  0.816772	  0.508314	  1.487415	  0.641223	  0.588805	  1.476700	  0.478664	
    47	0.470	  0.470521	  0.981890	  0.645451	  0.664091	  0.961322	  0.791974	  0.569122	  0.873452	  0.833348	  0.561980	  0.694367	  0.940398	  0.550948	  0.479928	  0.816223	  0.534273	  0.412728	  0.816969	  0.515829	  0.309973	  0.867846	  0.509412	  0.073256	  0.821077	  0.614222	  0.015368	  0.875079	  0.682895	  0.989412	  0.509192	  0.567944	  0.915774	  0.457770	  0.560486	  0.707486	  0.340850	  0.548541	  0.484365	  0.448382	  0.547507	  0.426293	  0.446973	  0.530913	  0.315977	  0.392651	  0.515160	  0.072515	  0.441105	  0.631356	  0.024976	  0.408607	  0.452503	  0.018147	  0.754355	  0.450823	  0.022632	  0.490195	  0.573059	  1.475401	  0.816727	  0.508296	  1.487408	  0.641193	  0.588790	  1.476691	  0.478642	
    48	0.480	  0.470443	  0.981890	  0.645451	  0.664093	  0.961317	  0.791972	  0.569557	  0.873312	  0.833414	  0.561989	  0.694367	  0.940414	  0.550959	  0.479930	  0.816229	  0.534281	  0.412727	  0.816996	  0.515839	  0.309957	  0.867858	  0.509369	  0.073245	  0.821098	  0.614220	  0.015370	  0.875084	  0.682935	  0.989413	  0.509210	  0.567969	  0.915767	  0.457775	  0.560522	  0.707472	  0.340856	  0.548524	  0.484358	  0.448390	  0.547539	  0.426281	  0.446970	  0.530860	  0.315965	  0.392663	  0.515159	  0.072508	  0.441109	  0.631320	  0.024976	  0.408592	  0.452448	  0.018192	  0.754376	  0.450783	  0.022645	  0.490197	  0.572931	  1.475408	  0.816685	  0.508208	  1.487385	  0.641164	  0.588788	  1.476667	  0.478618	
    49	0.490	  0.470438	  0.981878	  0.645448	  0.664160	  0.961325	  0.791995	  0.570046	  0.873155	  0.833511	  0.562018	  0.694352	  0.940433	  0.550986	  0.479911	  0.816214	  0.534307	  0.412706	  0.817013	  0.515819	  0.309939	  0.867862	  0.509352	  0.073233	  0.821113	  0.614232	  0.015362	  0.875102	  0.682930	  0.989414	  0.509225	  0.567942	  0.915762	  0.457774	  0.560528	  0.707467	  0.340853	  0.548564	  0.484333	  0.448399	  0.547578	  0.426264	  0.446964	  0.530884	  0.315966	  0.392658	  0.515183	  0.072500	  0.441125	  0.631309	  0.024968	  0.408608	  0.452487	  0.018171	  0.754362	  0.450675	  0.022695	  0.490184	  0.572877	  1.475422	  0.816669	  0.508147	  1.487368	  0.641145	  0.588793	  1.476655	  0.478585	
    50	0.500	  0.470377	  0.981856	  0.645432	  0.664104	  0.961353	  0.792008	  0.569267	  0.873372	  0.833359	  0.561990	  0.694344	  0.940440	  0.551020	  0.479910	  0.816229	  0.534306	  0.412686	  0.817005	  0.515796	  0.309939	  0.867856	  0.509350	  0.073223	  0.821126	  0.614235	  0.015331	  0.875106	  0.682934	  0.989406	  0.509211	  0.567879	  0.915747	  0.457770	  0.560517	  0.707448	  0.340851	  0.548553	  0.484324	  0.448398	  0.547579	  0.426259	  0.446973	  0.530952	  0.315971	  0.392667	  0.515212	  0.072475	  0.441140	  0.631342	  0.024957	  0.408639	  0.452426	  0.018181	  0.754352	  0.450720	  0.022658	  0.490202	  0.572833	  1.475445	  0.816648	  0.508146	  1.487369	  0.641097	  0.588763	  1.476639	  0.478569	
    51	0.510	  0.470360	  0.981830	  0.645441	  0.664024	  0.961343	  0.791991	  0.568971	  0.873410	  0.833306	  0.561950	  0.694353	  0.940465	  0.551018	  0.479911	  0.816233	  0.534299	  0.412702	  0.817025	  0.515807	  0.309933	  0.867868	  0.509284	  0.073213	  0.821135	  0.614248	  0.015305	  0.875098	  0.682898	  0.989415	  0.509212	  0.567861	  0.915719	  0.457783	  0.560528	  0.707421	  0.340844	  0.548596	  0.484318	  0.448394	  0.547548	  0.426256	  0.446991	  0.530942	  0.315943	  0.392671	  0.515169	  0.072457	  0.441133	  0.631295	  0.024940	  0.408631	  0.452411	  0.018180	  0.754356	  0.450761	  0.022613	  0.490215	  0.572711	  1.475472	  0.816600	  0.508147	  1.487346	  0.641061	  0.588704	  1.476616	  0.478545	
    52	0.520	  0.470291	  0.981820	  0.645455	  0.664026	  0.961354	  0.791999	  0.568840	  0.873427	  0.833310	  0.561885	  0.694341	  0.940473	  0.550994	  0.479899	  0.816239	  0.534342	  0.412672	  0.817025	  0.515830	  0.309929	  0.867881	  0.509242	  0.073203	  0.821125	  0.614226	  0.015292	  0.875113	  0.682842	  0.989434	  0.509220	  0.567836	  0.915710	  0.457773	  0.560539	  0.707405	  0.340846	  0.548638	  0.484288	  0.448398	  0.547538	  0.426211	  0.446991	  0.530876	  0.315918	  0.392660	  0.515107	  0.072453	  0.441155	  0.631302	  0.024950	  0.408636	  0.452474	  0.018121	  0.754386	  0.450770	  0.022627	  0.490220	  0.572643	  1.475484	  0.816570	  0.508050	  1.487350	  0.641056	  0.588718	  1.476591	  0.478521	
    53	0.530	  0.470261	  0.981802	  0.645441	  0.663984	  0.961361	  0.791994	  0.568785	  0.873415	  0.833319	  0.561833	  0.694326	  0.940467	  0.550961	  0.479894	  0.816238	  0.534345	  0.412659	  0.817039	  0.515817	  0.309927	  0.867877	  0.509209	  0.073198	  0.821143	  0.614194	  0.015288	  0.875122	  0.682862	  0.989434	  0.509254	  0.567798	  0.915699	  0.457780	  0.560527	  0.707398	  0.340855	  0.548621	  0.484294	  0.448408	  0.547513	  0.426199	  0.446977	  0.530845	  0.315899	  0.392681	  0.515159	  0.072447	  0.441156	  0.631256	  0.024926	  0.408650	  0.452488	  0.018094	  0.754415	  0.450752	  0.022634	  0.490221	  0.572492	  1.475499	  0.816527	  0.507858	  1.487373	  0.641022	  0.588682	  1.476581	  0.478509	
    54	0.540	  0.470195	  0.981777	  0.645415	  0.663912	  0.961349	  0.792011	  0.568844	  0.873390	  0.833308	  0.561785	  0.694334	  0.940459	  0.550968	  0.479874	  0.816245	  0.534307	  0.412668	  0.817036	  0.515776	  0.309923	  0.867880	  0.509199	  0.073178	  0.821146	  0.614162	  0.015294	  0.875111	  0.682813	  0.989440	  0.509251	  0.567791	  0.915692	  0.457785	  0.560482	  0.707394	  0.340856	  0.548584	  0.484308	  0.448407	  0.547465	  0.426197	  0.446977	  0.530853	  0.315908	  0.392688	  0.515143	  0.072447	  0.441158	  0.631245	  0.024878	  0.408647	  0.452486	  0.018114	  0.754396	  0.450709	  0.022609	  0.490229	  0.572378	  1.475516	  0.816497	  0.507789	  1.487372	  0.640997	  0.588592	  1.476578	  0.478478	
    55	0.550	  0.470151	  0.981746	  0.645407	  0.663916	  0.961391	  0.792026	  0.568781	  0.873383	  0.833301	  0.561771	  0.694310	  0.940458	  0.550992	  0.479877	  0.816262	  0.534280	  0.412670	  0.817045	  0.515757	  0.309913	  0.867878	  0.509189	  0.073170	  0.821161	  0.614171	  0.015287	  0.875104	  0.682826	  0.989436	  0.509246	  0.567755	  0.915679	  0.457811	  0.560475	  0.707379	  0.340879	  0.548547	  0.484287	  0.448400	  0.547424	  0.426180	  0.446977	  0.530886	  0.315899	  0.392685	  0.515112	  0.072439	  0.441162	  0.631292	  0.024880	  0.408649	  0.452510	  0.018081	  0.754407	  0.450776	  0.022548	  0.490238	  0.572368	  1.475538	  0.816498	  0.507787	  1.487370	  0.640985	  0.588495	  1.476548	  0.478454	
    56	0.560	  0.470151	  0.981734	  0.645399	  0.663847	  0.961403	  0.792031	  0.568723	  0.873380	  0.833303	  0.561751	  0.694294	  0.940453	  0.550981	  0.479886	  0.816276	  0.534318	  0.412651	  0.817036	  0.515765	  0.309895	  0.867883	  0.509168	  0.073168	  0.821185	  0.614174	  0.015270	  0.875110	  0.682820	  0.989422	  0.509266	  0.567731	  0.915677	  0.457806	  0.560483	  0.707376	  0.340896	  0.548480	  0.484285	  0.448405	  0.547429	  0.426167	  0.446981	  0.530882	  0.315877	  0.392702	  0.515115	  0.072420	  0.441153	  0.631250	  0.024896	  0.408650	  0.452475	  0.018079	  0.754407	  0.450779	  0.022525	  0.490254	  0.572249	  1.475531	  0.816480	  0.507775	  1.487333	  0.640965	  0.588408	  1.476529	  0.478414	
