BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	41
Frequency:    	100 Hz
Frames:       	516
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	l asis 2.X	l asis 2.Y	l asis 2.Z	r asis 2.X	r asis 2.Y	r asis 2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     SHO.X	     SHO.Y	     SHO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	
    10	0.100	  0.471672	  0.981887	  0.646204	  0.664640	  0.961125	  0.792018	  0.571997	  0.872916	  0.834083	  0.563496	  0.694232	  0.940724	  0.551664	  0.479878	  0.816386	  0.534994	  0.412667	  0.817243	  0.516516	  0.309887	  0.868073	  0.509403	  0.073286	  0.821068	  0.614261	  0.015389	  0.875096	  0.683046	  0.989376	  0.509128	  0.568073	  0.915800	  0.458128	  0.560383	  0.707561	  0.341123	  0.548695	  0.484410	  0.448502	  0.547612	  0.426368	  0.447121	  0.530986	  0.316066	  0.392795	  0.515222	  0.072643	  0.441150	  0.631377	  0.024997	  0.408584	  0.452550	  0.018198	  0.754278	  0.450804	  0.022770	  0.490214	  0.573948	  1.474955	  0.817847	  0.509313	  1.487305	  0.642410	  0.588821	  1.476923	  0.479424	  0.673843	  0.975250	  0.650573	  0.682888	  0.989133	  0.511557	  0.664798	  0.961367	  0.789589	  0.518815	  0.072080	  0.777080	  0.623673	  0.014183	  0.831108	  0.551437	  0.482364	  0.761442	  0.538225	  0.316199	  0.767776	  0.673843	  0.975250	  0.650573	  0.581385	  1.475939	  0.648635	  0.587353	  0.861505	  0.735871	  0.571011	  0.688996	  0.747506	  0.592233	  0.881297	  0.540087	  0.547826	  0.483223	  0.503482	  0.572028	  0.700173	  0.523432	  0.520664	  0.071391	  0.485802	  0.536826	  0.316431	  0.496322	  0.636819	  0.023744	  0.453236	  0.528186	  0.016423	  0.788237	  0.533023	  0.023201	  0.473870	
    11	0.110	  0.471650	  0.981873	  0.646183	  0.664645	  0.961144	  0.792016	  0.572097	  0.872849	  0.834084	  0.563456	  0.694222	  0.940697	  0.551641	  0.479882	  0.816369	  0.534956	  0.412675	  0.817253	  0.516505	  0.309894	  0.868054	  0.509404	  0.073282	  0.821072	  0.614286	  0.015400	  0.875102	  0.683040	  0.989376	  0.509122	  0.568096	  0.915811	  0.458095	  0.560375	  0.707585	  0.341107	  0.548706	  0.484391	  0.448503	  0.547627	  0.426368	  0.447088	  0.531035	  0.316061	  0.392802	  0.515243	  0.072634	  0.441138	  0.631414	  0.024982	  0.408618	  0.452562	  0.018196	  0.754288	  0.450766	  0.022772	  0.490205	  0.574013	  1.474931	  0.817860	  0.509363	  1.487325	  0.642451	  0.588912	  1.476931	  0.479442	  0.673843	  0.975260	  0.650569	  0.682882	  0.989134	  0.511552	  0.664803	  0.961386	  0.789586	  0.518809	  0.072079	  0.777083	  0.623692	  0.014197	  0.831112	  0.551454	  0.482369	  0.761426	  0.538233	  0.316202	  0.767767	  0.673843	  0.975260	  0.650569	  0.581462	  1.475931	  0.648651	  0.587359	  0.861511	  0.735869	  0.571022	  0.689001	  0.747498	  0.592253	  0.881289	  0.540084	  0.547851	  0.483207	  0.503484	  0.572050	  0.700162	  0.523431	  0.520662	  0.071387	  0.485793	  0.536839	  0.316420	  0.496319	  0.636833	  0.023735	  0.453273	  0.528201	  0.016429	  0.788245	  0.533008	  0.023197	  0.473881	
    12	0.120	  0.471591	  0.981876	  0.646143	  0.664695	  0.961142	  0.792008	  0.572143	  0.872823	  0.834080	  0.563453	  0.694205	  0.940697	  0.551611	  0.479879	  0.816361	  0.534955	  0.412668	  0.817229	  0.516467	  0.309904	  0.868036	  0.509384	  0.073265	  0.821078	  0.614305	  0.015394	  0.875088	  0.683056	  0.989364	  0.509133	  0.568106	  0.915804	  0.458072	  0.560356	  0.707587	  0.341079	  0.548720	  0.484393	  0.448502	  0.547635	  0.426373	  0.447071	  0.531088	  0.316032	  0.392800	  0.515208	  0.072615	  0.441156	  0.631440	  0.024986	  0.408604	  0.452504	  0.018206	  0.754314	  0.450767	  0.022762	  0.490208	  0.574128	  1.474902	  0.817874	  0.509470	  1.487317	  0.642487	  0.588942	  1.476947	  0.479472	  0.673875	  0.975253	  0.650570	  0.682899	  0.989123	  0.511552	  0.664852	  0.961383	  0.789589	  0.518817	  0.072056	  0.777095	  0.623737	  0.014185	  0.831105	  0.551432	  0.482366	  0.761417	  0.538223	  0.316190	  0.767767	  0.673875	  0.975253	  0.650570	  0.581535	  1.475924	  0.648673	  0.587371	  0.861510	  0.735858	  0.571019	  0.688999	  0.747488	  0.592303	  0.881281	  0.540073	  0.547880	  0.483211	  0.503483	  0.572091	  0.700159	  0.523424	  0.520577	  0.071376	  0.485818	  0.536822	  0.316418	  0.496328	  0.636809	  0.023747	  0.453265	  0.528189	  0.016429	  0.788255	  0.532998	  0.023197	  0.473879	
    13	0.130	  0.471519	  0.981875	  0.646128	  0.664684	  0.961131	  0.791999	  0.572089	  0.872812	  0.834044	  0.563414	  0.694175	  0.940682	  0.551566	  0.479857	  0.816364	  0.534985	  0.412669	  0.817223	  0.516443	  0.309910	  0.868032	  0.509377	  0.073262	  0.821105	  0.614270	  0.015376	  0.875111	  0.683084	  0.989384	  0.509152	  0.568065	  0.915815	  0.458039	  0.560389	  0.707562	  0.341050	  0.548752	  0.484396	  0.448485	  0.547625	  0.426350	  0.447068	  0.531102	  0.316026	  0.392798	  0.515184	  0.072608	  0.441168	  0.631402	  0.024974	  0.408591	  0.452517	  0.018182	  0.754325	  0.450734	  0.022774	  0.490207	  0.574167	  1.474868	  0.817897	  0.509517	  1.487314	  0.642522	  0.588969	  1.476977	  0.479486	  0.673884	  0.975257	  0.650575	  0.682927	  0.989143	  0.511559	  0.664841	  0.961371	  0.789591	  0.518846	  0.072045	  0.777130	  0.623740	  0.014159	  0.831135	  0.551381	  0.482339	  0.761421	  0.538205	  0.316170	  0.767783	  0.673884	  0.975257	  0.650575	  0.581568	  1.475922	  0.648692	  0.587377	  0.861501	  0.735842	  0.570999	  0.688982	  0.747480	  0.592326	  0.881294	  0.540059	  0.547893	  0.483217	  0.503465	  0.572109	  0.700169	  0.523409	  0.520530	  0.071373	  0.485832	  0.536811	  0.316420	  0.496324	  0.636748	  0.023739	  0.453255	  0.528198	  0.016404	  0.788275	  0.532952	  0.023200	  0.473874	
    14	0.140	  0.471521	  0.981851	  0.646104	  0.664692	  0.961102	  0.792002	  0.571664	  0.872937	  0.833957	  0.563310	  0.694184	  0.940661	  0.551558	  0.479848	  0.816353	  0.534978	  0.412667	  0.817222	  0.516426	  0.309906	  0.868018	  0.509389	  0.073256	  0.821098	  0.614263	  0.015353	  0.875112	  0.683025	  0.989364	  0.509114	  0.568043	  0.915804	  0.458030	  0.560431	  0.707542	  0.341034	  0.548751	  0.484387	  0.448469	  0.547646	  0.426339	  0.447073	  0.531092	  0.316017	  0.392782	  0.515176	  0.072599	  0.441183	  0.631404	  0.024960	  0.408598	  0.452527	  0.018177	  0.754333	  0.450678	  0.022762	  0.490214	  0.574189	  1.474849	  0.817917	  0.509532	  1.487334	  0.642520	  0.588955	  1.476993	  0.479502	  0.673859	  0.975233	  0.650558	  0.682868	  0.989122	  0.511540	  0.664849	  0.961345	  0.789576	  0.518875	  0.072039	  0.777126	  0.623748	  0.014136	  0.831140	  0.551306	  0.482322	  0.761409	  0.538171	  0.316157	  0.767774	  0.673859	  0.975233	  0.650558	  0.581572	  1.475921	  0.648710	  0.587347	  0.861476	  0.735820	  0.570948	  0.688961	  0.747463	  0.592305	  0.881271	  0.540038	  0.547865	  0.483208	  0.503449	  0.572085	  0.700152	  0.523390	  0.520538	  0.071364	  0.485846	  0.536798	  0.316411	  0.496320	  0.636765	  0.023724	  0.453260	  0.528207	  0.016390	  0.788281	  0.532929	  0.023187	  0.473880	
    15	0.150	  0.471493	  0.981820	  0.646054	  0.664776	  0.961126	  0.791998	  0.571181	  0.873066	  0.833873	  0.563242	  0.694223	  0.940647	  0.551552	  0.479861	  0.816345	  0.534956	  0.412669	  0.817212	  0.516430	  0.309900	  0.868007	  0.509340	  0.073232	  0.821102	  0.614261	  0.015336	  0.875090	  0.682980	  0.989354	  0.509092	  0.568006	  0.915793	  0.458025	  0.560444	  0.707511	  0.341032	  0.548791	  0.484364	  0.448462	  0.547667	  0.426333	  0.447063	  0.531081	  0.315994	  0.392776	  0.515127	  0.072583	  0.441172	  0.631384	  0.024961	  0.408621	  0.452510	  0.018185	  0.754319	  0.450686	  0.022712	  0.490224	  0.574253	  1.474805	  0.817928	  0.509612	  1.487347	  0.642542	  0.589002	  1.477005	  0.479503	  0.673878	  0.975240	  0.650545	  0.682824	  0.989111	  0.511521	  0.664933	  0.961368	  0.789569	  0.518798	  0.072015	  0.777124	  0.623718	  0.014119	  0.831112	  0.551200	  0.482327	  0.761402	  0.538077	  0.316151	  0.767769	  0.673878	  0.975240	  0.650545	  0.581627	  1.475905	  0.648715	  0.587374	  0.861480	  0.735810	  0.570915	  0.688965	  0.747454	  0.592361	  0.881245	  0.540026	  0.547899	  0.483185	  0.503443	  0.572131	  0.700128	  0.523381	  0.520497	  0.071346	  0.485833	  0.536801	  0.316390	  0.496311	  0.636754	  0.023724	  0.453282	  0.528184	  0.016388	  0.788262	  0.532928	  0.023159	  0.473896	
    16	0.160	  0.471413	  0.981799	  0.646014	  0.664779	  0.961155	  0.791988	  0.571389	  0.872975	  0.833912	  0.563215	  0.694234	  0.940640	  0.551534	  0.479852	  0.816337	  0.534968	  0.412660	  0.817200	  0.516414	  0.309880	  0.868021	  0.509280	  0.073217	  0.821127	  0.614237	  0.015335	  0.875094	  0.682916	  0.989342	  0.509068	  0.567915	  0.915780	  0.458004	  0.560462	  0.707488	  0.341037	  0.548826	  0.484333	  0.448466	  0.547659	  0.426317	  0.447055	  0.531062	  0.315981	  0.392770	  0.515130	  0.072570	  0.441169	  0.631337	  0.024944	  0.408607	  0.452472	  0.018203	  0.754334	  0.450723	  0.022710	  0.490232	  0.574256	  1.474789	  0.817930	  0.509590	  1.487354	  0.642570	  0.589005	  1.477018	  0.479506	  0.673848	  0.975249	  0.650528	  0.682760	  0.989100	  0.511500	  0.664935	  0.961397	  0.789556	  0.518740	  0.071992	  0.777150	  0.623696	  0.014111	  0.831117	  0.551249	  0.482323	  0.761393	  0.538083	  0.316139	  0.767774	  0.673848	  0.975249	  0.650528	  0.581630	  1.475904	  0.648718	  0.587352	  0.861490	  0.735804	  0.570925	  0.688969	  0.747447	  0.592356	  0.881223	  0.540016	  0.547911	  0.483158	  0.503445	  0.572134	  0.700103	  0.523377	  0.520511	  0.071332	  0.485829	  0.536814	  0.316368	  0.496311	  0.636718	  0.023706	  0.453267	  0.528153	  0.016394	  0.788272	  0.532933	  0.023151	  0.473893	
    17	0.170	  0.471369	  0.981797	  0.646002	  0.664651	  0.961149	  0.791973	  0.570703	  0.873190	  0.833772	  0.563149	  0.694231	  0.940636	  0.551569	  0.479839	  0.816346	  0.534962	  0.412646	  0.817193	  0.516372	  0.309874	  0.868044	  0.509239	  0.073228	  0.821150	  0.614219	  0.015321	  0.875092	  0.682890	  0.989344	  0.509056	  0.567996	  0.915750	  0.458015	  0.560491	  0.707477	  0.341036	  0.548807	  0.484341	  0.448456	  0.547647	  0.426280	  0.447043	  0.531068	  0.315996	  0.392780	  0.515129	  0.072552	  0.441167	  0.631314	  0.024939	  0.408596	  0.452436	  0.018190	  0.754362	  0.450661	  0.022729	  0.490234	  0.574246	  1.474791	  0.817916	  0.509565	  1.487360	  0.642572	  0.589047	  1.477010	  0.479523	  0.673770	  0.975246	  0.650515	  0.682733	  0.989101	  0.511491	  0.664808	  0.961392	  0.789539	  0.518715	  0.071997	  0.777176	  0.623695	  0.014090	  0.831118	  0.551136	  0.482294	  0.761403	  0.538005	  0.316124	  0.767791	  0.673770	  0.975246	  0.650515	  0.581647	  1.475901	  0.648720	  0.587274	  0.861485	  0.735786	  0.570831	  0.688953	  0.747442	  0.592279	  0.881226	  0.540000	  0.547894	  0.483163	  0.503436	  0.572083	  0.700107	  0.523363	  0.520504	  0.071316	  0.485828	  0.536801	  0.316365	  0.496305	  0.636689	  0.023703	  0.453256	  0.528132	  0.016378	  0.788288	  0.532885	  0.023160	  0.473890	
    18	0.180	  0.471395	  0.981769	  0.646005	  0.664512	  0.961162	  0.791968	  0.570463	  0.873256	  0.833742	  0.563038	  0.694220	  0.940629	  0.551576	  0.479842	  0.816358	  0.534959	  0.412632	  0.817209	  0.516373	  0.309856	  0.868033	  0.509232	  0.073222	  0.821153	  0.614204	  0.015332	  0.875107	  0.682925	  0.989360	  0.509056	  0.568022	  0.915749	  0.457986	  0.560463	  0.707470	  0.341024	  0.548772	  0.484328	  0.448453	  0.547624	  0.426259	  0.447036	  0.531045	  0.315987	  0.392788	  0.515104	  0.072542	  0.441185	  0.631315	  0.024933	  0.408625	  0.452433	  0.018160	  0.754383	  0.450678	  0.022675	  0.490246	  0.574261	  1.474784	  0.817909	  0.509523	  1.487381	  0.642550	  0.589110	  1.477037	  0.479524	  0.673718	  0.975261	  0.650512	  0.682766	  0.989117	  0.511493	  0.664671	  0.961405	  0.789530	  0.518708	  0.071993	  0.777179	  0.623679	  0.014103	  0.831133	  0.551132	  0.482291	  0.761414	  0.538000	  0.316120	  0.767799	  0.673718	  0.975261	  0.650512	  0.581686	  1.475911	  0.648716	  0.587246	  0.861481	  0.735783	  0.570814	  0.688949	  0.747445	  0.592243	  0.881226	  0.539996	  0.547870	  0.483153	  0.503433	  0.572053	  0.700103	  0.523360	  0.520481	  0.071309	  0.485846	  0.536777	  0.316356	  0.496310	  0.636691	  0.023700	  0.453286	  0.528124	  0.016367	  0.788307	  0.532896	  0.023128	  0.473910	
    19	0.190	  0.471271	  0.981763	  0.645970	  0.664506	  0.961152	  0.791966	  0.570302	  0.873258	  0.833701	  0.562975	  0.694211	  0.940618	  0.551529	  0.479846	  0.816354	  0.534938	  0.412608	  0.817196	  0.516317	  0.309857	  0.868014	  0.509271	  0.073201	  0.821135	  0.614170	  0.015314	  0.875100	  0.682877	  0.989349	  0.509028	  0.567972	  0.915719	  0.457956	  0.560410	  0.707456	  0.341021	  0.548736	  0.484302	  0.448465	  0.547624	  0.426258	  0.447039	  0.531020	  0.315955	  0.392774	  0.515067	  0.072527	  0.441192	  0.631283	  0.024907	  0.408632	  0.452433	  0.018146	  0.754402	  0.450730	  0.022613	  0.490255	  0.574304	  1.474762	  0.817897	  0.509523	  1.487357	  0.642558	  0.589091	  1.477032	  0.479514	  0.673692	  0.975251	  0.650497	  0.682718	  0.989105	  0.511477	  0.664665	  0.961396	  0.789517	  0.518793	  0.071971	  0.777171	  0.623692	  0.014083	  0.831136	  0.551063	  0.482291	  0.761410	  0.537994	  0.316111	  0.767794	  0.673692	  0.975251	  0.650497	  0.581698	  1.475897	  0.648706	  0.587211	  0.861473	  0.735762	  0.570764	  0.688945	  0.747432	  0.592225	  0.881215	  0.539976	  0.547840	  0.483133	  0.503446	  0.572030	  0.700087	  0.523355	  0.520450	  0.071293	  0.485851	  0.536747	  0.316338	  0.496320	  0.636666	  0.023674	  0.453292	  0.528130	  0.016350	  0.788318	  0.532914	  0.023082	  0.473917	
    20	0.200	  0.471186	  0.981783	  0.645933	  0.664580	  0.961169	  0.791948	  0.570170	  0.873236	  0.833655	  0.562919	  0.694198	  0.940605	  0.551448	  0.479842	  0.816334	  0.534918	  0.412616	  0.817206	  0.516272	  0.309860	  0.868001	  0.509219	  0.073193	  0.821136	  0.614131	  0.015282	  0.875101	  0.682856	  0.989345	  0.509004	  0.567921	  0.915707	  0.457942	  0.560428	  0.707443	  0.341016	  0.548694	  0.484300	  0.448481	  0.547593	  0.426247	  0.447050	  0.531035	  0.315920	  0.392774	  0.515096	  0.072497	  0.441181	  0.631236	  0.024876	  0.408639	  0.452448	  0.018110	  0.754410	  0.450735	  0.022603	  0.490293	  0.574285	  1.474740	  0.817869	  0.509464	  1.487337	  0.642572	  0.589065	  1.477028	  0.479499	  0.673718	  0.975257	  0.650476	  0.682698	  0.989102	  0.511452	  0.664738	  0.961413	  0.789500	  0.518759	  0.071962	  0.777175	  0.623671	  0.014051	  0.831141	  0.550955	  0.482285	  0.761391	  0.537916	  0.316104	  0.767784	  0.673718	  0.975257	  0.650476	  0.581675	  1.475884	  0.648684	  0.587227	  0.861491	  0.735745	  0.570723	  0.688952	  0.747414	  0.592254	  0.881216	  0.539958	  0.547766	  0.483135	  0.503460	  0.572012	  0.700089	  0.523352	  0.520455	  0.071264	  0.485843	  0.536705	  0.316327	  0.496325	  0.636595	  0.023642	  0.453301	  0.528128	  0.016316	  0.788325	  0.532885	  0.023063	  0.473943	
    21	0.210	  0.471192	  0.981753	  0.645954	  0.664586	  0.961188	  0.791960	  0.570214	  0.873231	  0.833664	  0.562926	  0.694180	  0.940609	  0.551398	  0.479839	  0.816329	  0.534842	  0.412643	  0.817207	  0.516252	  0.309850	  0.867991	  0.509179	  0.073195	  0.821138	  0.614105	  0.015269	  0.875108	  0.682835	  0.989342	  0.509030	  0.567886	  0.915706	  0.457933	  0.560400	  0.707434	  0.341013	  0.548678	  0.484283	  0.448492	  0.547588	  0.426235	  0.447051	  0.530988	  0.315914	  0.392787	  0.515050	  0.072484	  0.441173	  0.631196	  0.024863	  0.408618	  0.452530	  0.018063	  0.754426	  0.450768	  0.022576	  0.490305	  0.574262	  1.474741	  0.817846	  0.509486	  1.487329	  0.642554	  0.589095	  1.477035	  0.479482	  0.673711	  0.975265	  0.650495	  0.682678	  0.989099	  0.511469	  0.664744	  0.961431	  0.789521	  0.518681	  0.071968	  0.777170	  0.623606	  0.014041	  0.831140	  0.550903	  0.482284	  0.761385	  0.537853	  0.316106	  0.767778	  0.673711	  0.975265	  0.650495	  0.581679	  1.475888	  0.648664	  0.587241	  0.861490	  0.735775	  0.570707	  0.688951	  0.747428	  0.592263	  0.881199	  0.539986	  0.547751	  0.483121	  0.503472	  0.572010	  0.700074	  0.523372	  0.520436	  0.071247	  0.485832	  0.536688	  0.316312	  0.496328	  0.636581	  0.023625	  0.453278	  0.528146	  0.016286	  0.788334	  0.532898	  0.023040	  0.473939	
    22	0.220	  0.471169	  0.981742	  0.645958	  0.664554	  0.961205	  0.791970	  0.570202	  0.873229	  0.833651	  0.562898	  0.694167	  0.940607	  0.551407	  0.479820	  0.816329	  0.534837	  0.412617	  0.817197	  0.516231	  0.309828	  0.867973	  0.509152	  0.073188	  0.821164	  0.614091	  0.015273	  0.875113	  0.682827	  0.989329	  0.509058	  0.567901	  0.915701	  0.457941	  0.560392	  0.707428	  0.341002	  0.548677	  0.484289	  0.448487	  0.547568	  0.426221	  0.447042	  0.530983	  0.315911	  0.392770	  0.515039	  0.072475	  0.441163	  0.631162	  0.024878	  0.408632	  0.452531	  0.018055	  0.754437	  0.450761	  0.022529	  0.490294	  0.574246	  1.474753	  0.817835	  0.509481	  1.487327	  0.642534	  0.589079	  1.477032	  0.479456	  0.673690	  0.975267	  0.650514	  0.682670	  0.989087	  0.511488	  0.664710	  0.961447	  0.789540	  0.518664	  0.071955	  0.777198	  0.623604	  0.014039	  0.831147	  0.550924	  0.482263	  0.761386	  0.537859	  0.316088	  0.767790	  0.673690	  0.975267	  0.650514	  0.581663	  1.475893	  0.648645	  0.587222	  0.861496	  0.735800	  0.570706	  0.688945	  0.747441	  0.592256	  0.881185	  0.540009	  0.547759	  0.483125	  0.503467	  0.572010	  0.700067	  0.523382	  0.520413	  0.071239	  0.485824	  0.536684	  0.316311	  0.496321	  0.636536	  0.023642	  0.453293	  0.528145	  0.016280	  0.788343	  0.532873	  0.023021	  0.473939	
    23	0.230	  0.471191	  0.981730	  0.645947	  0.664562	  0.961210	  0.791940	  0.570060	  0.873233	  0.833638	  0.562870	  0.694178	  0.940608	  0.551414	  0.479814	  0.816323	  0.534810	  0.412597	  0.817180	  0.516174	  0.309824	  0.867965	  0.509088	  0.073164	  0.821185	  0.614072	  0.015258	  0.875109	  0.682863	  0.989339	  0.509070	  0.567927	  0.915685	  0.457947	  0.560385	  0.707422	  0.340997	  0.548645	  0.484284	  0.448481	  0.547528	  0.426219	  0.447036	  0.530947	  0.315912	  0.392776	  0.515014	  0.072460	  0.441183	  0.631153	  0.024896	  0.408649	  0.452509	  0.018053	  0.754445	  0.450718	  0.022506	  0.490289	  0.574188	  1.474764	  0.817784	  0.509443	  1.487315	  0.642505	  0.589022	  1.477012	  0.479413	  0.673713	  0.975274	  0.650505	  0.682707	  0.989099	  0.511480	  0.664718	  0.961450	  0.789530	  0.518616	  0.071923	  0.777223	  0.623601	  0.014017	  0.831146	  0.550908	  0.482256	  0.761380	  0.537830	  0.316071	  0.767796	  0.673713	  0.975274	  0.650505	  0.581605	  1.475888	  0.648598	  0.587254	  0.861492	  0.735786	  0.570717	  0.688940	  0.747431	  0.592289	  0.881187	  0.539996	  0.547728	  0.483119	  0.503461	  0.572014	  0.700066	  0.523372	  0.520390	  0.071227	  0.485844	  0.536656	  0.316303	  0.496326	  0.636529	  0.023663	  0.453309	  0.528132	  0.016269	  0.788347	  0.532847	  0.023017	  0.473944	
    24	0.240	  0.471209	  0.981712	  0.645933	  0.664496	  0.961189	  0.791908	  0.569991	  0.873209	  0.833626	  0.562791	  0.694184	  0.940573	  0.551385	  0.479810	  0.816320	  0.534780	  0.412606	  0.817163	  0.516164	  0.309806	  0.867969	  0.509029	  0.073160	  0.821173	  0.614060	  0.015268	  0.875097	  0.682872	  0.989345	  0.509080	  0.567970	  0.915652	  0.457931	  0.560346	  0.707415	  0.340999	  0.548614	  0.484270	  0.448475	  0.547521	  0.426205	  0.447016	  0.530887	  0.315904	  0.392782	  0.514989	  0.072431	  0.441180	  0.631120	  0.024893	  0.408638	  0.452452	  0.018058	  0.754451	  0.450745	  0.022478	  0.490280	  0.574087	  1.474775	  0.817731	  0.509431	  1.487317	  0.642463	  0.588988	  1.476999	  0.479383	  0.673684	  0.975267	  0.650494	  0.682716	  0.989107	  0.511473	  0.664652	  0.961427	  0.789515	  0.518529	  0.071920	  0.777205	  0.623561	  0.014028	  0.831129	  0.550894	  0.482250	  0.761377	  0.537786	  0.316067	  0.767787	  0.673684	  0.975267	  0.650494	  0.581537	  1.475887	  0.648557	  0.587229	  0.861471	  0.735760	  0.570696	  0.688926	  0.747416	  0.592267	  0.881189	  0.539972	  0.547720	  0.483105	  0.503455	  0.571998	  0.700061	  0.523357	  0.520408	  0.071196	  0.485835	  0.536659	  0.316282	  0.496319	  0.636539	  0.023658	  0.453293	  0.528082	  0.016277	  0.788343	  0.532866	  0.023000	  0.473932	
    25	0.250	  0.471159	  0.981701	  0.645929	  0.664527	  0.961219	  0.791911	  0.570047	  0.873207	  0.833629	  0.562757	  0.694178	  0.940570	  0.551338	  0.479813	  0.816318	  0.534724	  0.412610	  0.817186	  0.516142	  0.309800	  0.867965	  0.509046	  0.073161	  0.821164	  0.614034	  0.015264	  0.875093	  0.682829	  0.989339	  0.509059	  0.567986	  0.915644	  0.457915	  0.560324	  0.707413	  0.340996	  0.548563	  0.484282	  0.448451	  0.547565	  0.426200	  0.447022	  0.530866	  0.315896	  0.392755	  0.515005	  0.072412	  0.441169	  0.631176	  0.024898	  0.408653	  0.452411	  0.018052	  0.754465	  0.450761	  0.022448	  0.490263	  0.574010	  1.474780	  0.817702	  0.509387	  1.487300	  0.642440	  0.588935	  1.476977	  0.479359	  0.673678	  0.975279	  0.650485	  0.682674	  0.989100	  0.511460	  0.664682	  0.961458	  0.789511	  0.518539	  0.071928	  0.777194	  0.623528	  0.014031	  0.831123	  0.550867	  0.482253	  0.761374	  0.537775	  0.316072	  0.767781	  0.673678	  0.975279	  0.650485	  0.581472	  1.475879	  0.648530	  0.587238	  0.861485	  0.735772	  0.570690	  0.688935	  0.747421	  0.592268	  0.881175	  0.539981	  0.547671	  0.483116	  0.503432	  0.571976	  0.700058	  0.523351	  0.520468	  0.071170	  0.485819	  0.536654	  0.316278	  0.496298	  0.636639	  0.023657	  0.453303	  0.528045	  0.016275	  0.788348	  0.532920	  0.022982	  0.473927	
    26	0.260	  0.471077	  0.981705	  0.645909	  0.664541	  0.961254	  0.791894	  0.569925	  0.873225	  0.833610	  0.562744	  0.694181	  0.940576	  0.551338	  0.479797	  0.816312	  0.534677	  0.412609	  0.817188	  0.516067	  0.309809	  0.867972	  0.509047	  0.073153	  0.821176	  0.614025	  0.015271	  0.875115	  0.682839	  0.989348	  0.509042	  0.567991	  0.915630	  0.457898	  0.560301	  0.707416	  0.340996	  0.548558	  0.484273	  0.448452	  0.547520	  0.426191	  0.447018	  0.530880	  0.315898	  0.392745	  0.515005	  0.072398	  0.441161	  0.631168	  0.024888	  0.408645	  0.452437	  0.018020	  0.754484	  0.450679	  0.022479	  0.490264	  0.574027	  1.474797	  0.817678	  0.509346	  1.487278	  0.642368	  0.588899	  1.476960	  0.479332	  0.673690	  0.975301	  0.650468	  0.682684	  0.989110	  0.511441	  0.664696	  0.961493	  0.789495	  0.518576	  0.071917	  0.777214	  0.623554	  0.014035	  0.831153	  0.550841	  0.482236	  0.761369	  0.537774	  0.316057	  0.767786	  0.673690	  0.975301	  0.650468	  0.581463	  1.475879	  0.648505	  0.587263	  0.861507	  0.735765	  0.570691	  0.688939	  0.747415	  0.592290	  0.881178	  0.539972	  0.547678	  0.483109	  0.503433	  0.571991	  0.700057	  0.523347	  0.520431	  0.071160	  0.485815	  0.536643	  0.316270	  0.496298	  0.636594	  0.023650	  0.453299	  0.528071	  0.016259	  0.788372	  0.532853	  0.022997	  0.473926	
