BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	63
Frequency:    	100 Hz
Frames:       	501
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	l should s.X	l should s.Y	l should s.Z	l asis s.X	l asis s.Y	l asis s.Z	l thigh s.X	l thigh s.Y	l thigh s.Z	l bar 1 s.X	l bar 1 s.Y	l bar 1 s.Z	l knee 1 s.X	l knee 1 s.Y	l knee 1 s.Z	l knee 2 s.X	l knee 2 s.Y	l knee 2 s.Z	l bar 2 s.X	l bar 2 s.Y	l bar 2 s.Z	l mall s.X	l mall s.Y	l mall s.Z	 l met s.X	 l met s.Y	 l met s.Z	    C7 s.X	    C7 s.Y	    C7 s.Z	sacrum s.X	sacrum s.Y	sacrum s.Z	r should s.X	r should s.Y	r should s.Z	r asis s.X	r asis s.Y	r asis s.Z	r thigh s.X	r thigh s.Y	r thigh s.Z	r bar 1 s.X	r bar 1 s.Y	r bar 1 s.Z	r knee 1 s.X	r knee 1 s.Y	r knee 1 s.Z	r knee 2 s.X	r knee 2 s.Y	r knee 2 s.Z	r bar 2 s.X	r bar 2 s.Y	r bar 2 s.Z	r mall s.X	r mall s.Y	r mall s.Z	 r met s.X	 r met s.Y	 r met s.Z	     SHO.X	     SHO.Y	     SHO.Z	 MIDASIS.X	 MIDASIS.Y	 MIDASIS.Z	r asis s2.X	r asis s2.Y	r asis s2.Z	l asis s2.X	l asis s2.Y	l asis s2.Z	      RA.X	      RA.Y	      RA.Z	      RT.X	      RT.Y	      RT.Z	    RFCG.X	    RFCG.Y	    RFCG.Z	      RK.X	      RK.Y	      RK.Z	    RCCG.X	    RCCG.Y	    RCCG.Z	      PO.X	      PO.Y	      PO.Z	     RHP.X	     RHP.Y	     RHP.Z	    RTCG.X	    RTCG.Y	    RTCG.Z	     LHP.X	     LHP.Y	     LHP.Z	      LK.X	      LK.Y	      LK.Z	    LTCG.X	    LTCG.Y	    LTCG.Z	      LA.X	      LA.Y	      LA.Z	    LCCG.X	    LCCG.Y	    LCCG.Z	      LT.X	      LT.Y	      LT.Z	    LFCG.X	    LFCG.Y	    LFCG.Z	r heel s.X	r heel s.Y	r heel s.Z	l heel s.X	l heel s.Y	l heel s.Z	
    10	0.100	 -1.338521	  0.962202	  0.644238	 -1.143800	  0.941152	  0.799365	 -1.245019	  0.855732	  0.840969	 -1.249007	  0.671450	  0.945362	 -1.256064	  0.459883	  0.815175	 -1.269815	  0.391596	  0.815597	 -1.284902	  0.287731	  0.865217	 -1.298324	  0.051608	  0.811812	 -1.191303	  0.000800	  0.854944	 -1.114659	  0.961310	  0.518452	 -1.229788	  0.884445	  0.466228	 -1.232507	  0.665646	  0.364874	 -1.248954	  0.452386	  0.489823	 -1.254292	  0.394201	  0.492334	 -1.271381	  0.280159	  0.445785	 -1.305691	  0.044046	  0.511234	 -1.192953	  0.004467	  0.481705	 -1.362083	 -0.004727	  0.753726	 -1.372715	 -0.004533	  0.563683	 -1.234756	  1.450787	  0.823185	 -1.299536	  1.466898	  0.644851	 -1.214488	  1.450361	  0.481329	   -1.214581	    1.450376	    0.481334	 -1.114616	  0.961269	  0.518435	  -1.229794	   0.884439	   0.466237	  -1.232475	   0.665632	   0.364861	   -1.248950	    0.452381	    0.489816	   -1.254261	    0.394174	    0.492326	  -1.271340	   0.280142	   0.445778	 -1.305576	  0.043981	  0.511379	 -1.192961	  0.004473	  0.481715	 -1.299533	  1.466899	  0.644869	 -1.338504	  0.962196	  0.644243	   -1.234764	    1.450776	    0.823181	 -1.143721	  0.941143	  0.799350	  -1.245012	   0.855708	   0.841000	  -1.248889	   0.671413	   0.945390	   -1.256059	    0.459880	    0.815190	   -1.269784	    0.391578	    0.815605	  -1.284881	   0.287719	   0.865221	 -1.298354	  0.051620	  0.811781	 -1.191345	  0.000799	  0.854963	 -1.224673	  1.450576	  0.652257	 -1.129168	  0.951206	  0.658893	  -1.143720	   0.941143	   0.799350	  -1.114616	   0.961269	   0.518435	 -1.292751	  0.051652	  0.767131	 -1.185742	  0.000830	  0.810313	 -1.245453	  0.029189	  0.786218	 -1.256558	  0.463472	  0.760309	 -1.271216	  0.296685	  0.763072	 -1.129168	  0.951206	  0.658893	 -1.221967	  0.841611	  0.742987	 -1.237706	  0.669558	  0.750869	 -1.207514	  0.855914	  0.547197	 -1.252217	  0.455518	  0.544629	 -1.227854	  0.673734	  0.546029	 -1.304917	  0.046329	  0.556313	 -1.273560	  0.289796	  0.549361	 -1.192302	  0.006821	  0.526649	 -1.255141	  0.028866	  0.543201	 -1.362063	 -0.004749	  0.753737	 -1.372706	 -0.004551	  0.563685	
    11	0.110	 -1.338503	  0.962214	  0.644305	 -1.143673	  0.941178	  0.799386	 -1.244931	  0.855680	  0.841056	 -1.249077	  0.671413	  0.945248	 -1.256009	  0.459882	  0.815238	 -1.269748	  0.391620	  0.815591	 -1.284857	  0.287729	  0.865235	 -1.298320	  0.051627	  0.811801	 -1.191243	  0.000783	  0.854991	 -1.114641	  0.961267	  0.518469	 -1.229780	  0.884450	  0.466277	 -1.232548	  0.665713	  0.364894	 -1.248940	  0.452409	  0.489829	 -1.254241	  0.394180	  0.492381	 -1.271245	  0.280120	  0.445768	 -1.305691	  0.044049	  0.511215	 -1.193011	  0.004493	  0.481650	 -1.362045	 -0.004729	  0.753729	 -1.372694	 -0.004542	  0.563678	 -1.234695	  1.450757	  0.823221	 -1.299489	  1.466912	  0.644921	 -1.214487	  1.450346	  0.481384	   -1.214548	    1.450358	    0.481386	 -1.114643	  0.961244	  0.518467	  -1.229784	   0.884463	   0.466301	  -1.232462	   0.665655	   0.364889	   -1.248908	    0.452379	    0.489849	   -1.254220	    0.394179	    0.492356	  -1.271280	   0.280136	   0.445802	 -1.305615	  0.043998	  0.511315	 -1.192953	  0.004468	  0.481706	 -1.299492	  1.466915	  0.644928	 -1.338492	  0.962212	  0.644310	   -1.234726	    1.450778	    0.823221	 -1.143652	  0.941147	  0.799390	  -1.244974	   0.855691	   0.841065	  -1.248835	   0.671387	   0.945430	   -1.256031	    0.459875	    0.815226	   -1.269725	    0.391579	    0.815631	  -1.284843	   0.287704	   0.865242	 -1.298326	  0.051608	  0.811789	 -1.191272	  0.000798	  0.854964	 -1.224637	  1.450568	  0.652304	 -1.129148	  0.951196	  0.658929	  -1.143652	   0.941147	   0.799390	  -1.114643	   0.961244	   0.518467	 -1.292716	  0.051641	  0.767141	 -1.185661	  0.000831	  0.810316	 -1.245397	  0.029183	  0.786224	 -1.256540	  0.463472	  0.760347	 -1.271191	  0.296680	  0.763098	 -1.129148	  0.951196	  0.658929	 -1.221947	  0.841622	  0.743049	 -1.237687	  0.669564	  0.750919	 -1.207523	  0.855903	  0.547255	 -1.252169	  0.455510	  0.544663	 -1.227837	  0.673724	  0.546076	 -1.304996	  0.046340	  0.556249	 -1.273564	  0.289796	  0.549355	 -1.192333	  0.006810	  0.526641	 -1.255199	  0.028867	  0.543163	 -1.362057	 -0.004736	  0.753739	 -1.372705	 -0.004534	  0.563680	
    12	0.120	 -1.338490	  0.962239	  0.644364	 -1.143555	  0.941147	  0.799423	 -1.244901	  0.855663	  0.841150	 -1.248720	  0.671342	  0.945497	 -1.256019	  0.459879	  0.815270	 -1.269663	  0.391582	  0.815661	 -1.284801	  0.287697	  0.865261	 -1.298331	  0.051619	  0.811774	 -1.191200	  0.000797	  0.854981	 -1.114664	  0.961231	  0.518483	 -1.229761	  0.884472	  0.466362	 -1.232429	  0.665662	  0.364916	 -1.248825	  0.452360	  0.489874	 -1.254187	  0.394177	  0.492397	 -1.271166	  0.280113	  0.445806	 -1.305673	  0.044002	  0.511230	 -1.192969	  0.004501	  0.481666	 -1.362043	 -0.004715	  0.753749	 -1.372701	 -0.004529	  0.563677	 -1.234704	  1.450769	  0.823278	 -1.299438	  1.466941	  0.644987	 -1.214566	  1.450350	  0.481435	   -1.214526	    1.450338	    0.481441	 -1.114660	  0.961210	  0.518499	  -1.229778	   0.884486	   0.466369	  -1.232441	   0.665669	   0.364915	   -1.248869	    0.452374	    0.489883	   -1.254176	    0.394181	    0.492386	  -1.271222	   0.280127	   0.445830	 -1.305649	  0.044014	  0.511267	 -1.192931	  0.004454	  0.481707	 -1.299453	  1.466928	  0.644992	 -1.338479	  0.962225	  0.644381	   -1.234689	    1.450778	    0.823263	 -1.143575	  0.941146	  0.799431	  -1.244935	   0.855670	   0.841130	  -1.248747	   0.671352	   0.945491	   -1.256003	    0.459869	    0.815264	   -1.269670	    0.391575	    0.815666	  -1.284801	   0.287686	   0.865265	 -1.298295	  0.051587	  0.811796	 -1.191206	  0.000795	  0.854964	 -1.224608	  1.450558	  0.652352	 -1.129118	  0.951178	  0.658965	  -1.143575	   0.941146	   0.799431	  -1.114660	   0.961210	   0.518499	 -1.292678	  0.051623	  0.767148	 -1.185589	  0.000830	  0.810316	 -1.245345	  0.029173	  0.786228	 -1.256537	  0.463470	  0.760385	 -1.271174	  0.296672	  0.763124	 -1.129118	  0.951178	  0.658965	 -1.221919	  0.841627	  0.743114	 -1.237670	  0.669566	  0.750972	 -1.207527	  0.855884	  0.547316	 -1.252128	  0.455501	  0.544697	 -1.227821	  0.673710	  0.546125	 -1.305066	  0.046351	  0.556203	 -1.273568	  0.289795	  0.549357	 -1.192348	  0.006791	  0.526643	 -1.255244	  0.028865	  0.543137	 -1.362052	 -0.004726	  0.753743	 -1.372703	 -0.004518	  0.563678	
    13	0.130	 -1.338465	  0.962244	  0.644455	 -1.143522	  0.941136	  0.799476	 -1.244959	  0.855663	  0.841231	 -1.248583	  0.671304	  0.945594	 -1.256017	  0.459864	  0.815278	 -1.269616	  0.391580	  0.815706	 -1.284745	  0.287658	  0.865299	 -1.298289	  0.051582	  0.811794	 -1.191132	  0.000794	  0.854941	 -1.114705	  0.961167	  0.518519	 -1.229770	  0.884515	  0.466444	 -1.232385	  0.665665	  0.364939	 -1.248753	  0.452329	  0.489897	 -1.254119	  0.394168	  0.492398	 -1.271134	  0.280116	  0.445862	 -1.305689	  0.044001	  0.511240	 -1.192889	  0.004441	  0.481707	 -1.362036	 -0.004721	  0.753752	 -1.372718	 -0.004493	  0.563675	 -1.234671	  1.450801	  0.823302	 -1.299372	  1.466946	  0.645052	 -1.214501	  1.450328	  0.481500	   -1.214509	    1.450312	    0.481498	 -1.114670	  0.961171	  0.518532	  -1.229773	   0.884508	   0.466440	  -1.232417	   0.665677	   0.364942	   -1.248837	    0.452368	    0.489920	   -1.254132	    0.394181	    0.492417	  -1.271173	   0.280118	   0.445862	 -1.305645	  0.044020	  0.511266	 -1.192903	  0.004429	  0.481716	 -1.299419	  1.466939	  0.645060	 -1.338463	  0.962233	  0.644457	   -1.234653	    1.450778	    0.823303	 -1.143495	  0.941143	  0.799472	  -1.244887	   0.855643	   0.841194	  -1.248644	   0.671310	   0.945562	   -1.255972	    0.459860	    0.815302	   -1.269617	    0.391566	    0.815703	  -1.284760	   0.287665	   0.865288	 -1.298259	  0.051560	  0.811805	 -1.191142	  0.000788	  0.854961	 -1.224581	  1.450545	  0.652401	 -1.129083	  0.951157	  0.659002	  -1.143495	   0.941143	   0.799472	  -1.114670	   0.961171	   0.518532	 -1.292636	  0.051598	  0.767158	 -1.185519	  0.000826	  0.810314	 -1.245290	  0.029157	  0.786233	 -1.256536	  0.463466	  0.760423	 -1.271156	  0.296659	  0.763151	 -1.129083	  0.951157	  0.659002	 -1.221883	  0.841630	  0.743182	 -1.237650	  0.669565	  0.751027	 -1.207528	  0.855861	  0.547380	 -1.252099	  0.455491	  0.544735	 -1.227808	  0.673693	  0.546177	 -1.305078	  0.046355	  0.556202	 -1.273555	  0.289791	  0.549379	 -1.192337	  0.006765	  0.526651	 -1.255246	  0.028856	  0.543141	 -1.362046	 -0.004720	  0.753746	 -1.372700	 -0.004503	  0.563677	
    14	0.140	 -1.338443	  0.962249	  0.644534	 -1.143389	  0.941131	  0.799513	 -1.244930	  0.855664	  0.841264	 -1.248529	  0.671278	  0.945653	 -1.255960	  0.459852	  0.815332	 -1.269493	  0.391541	  0.815719	 -1.284706	  0.287638	  0.865306	 -1.298228	  0.051536	  0.811799	 -1.191087	  0.000810	  0.854941	 -1.114690	  0.961108	  0.518579	 -1.229774	  0.884543	  0.466516	 -1.232375	  0.665689	  0.364958	 -1.248811	  0.452371	  0.489968	 -1.254066	  0.394192	  0.492406	 -1.271149	  0.280110	  0.445930	 -1.305676	  0.044032	  0.511212	 -1.192885	  0.004419	  0.481723	 -1.362026	 -0.004717	  0.753748	 -1.372694	 -0.004467	  0.563668	 -1.234614	  1.450793	  0.823330	 -1.299393	  1.466957	  0.645122	 -1.214498	  1.450291	  0.481548	   -1.214501	    1.450284	    0.481558	 -1.114676	  0.961133	  0.518565	  -1.229770	   0.884527	   0.466511	  -1.232397	   0.665684	   0.364970	   -1.248817	    0.452364	    0.489963	   -1.254092	    0.394179	    0.492449	  -1.271132	   0.280110	   0.445895	 -1.305616	  0.044019	  0.511293	 -1.192876	  0.004400	  0.481729	 -1.299394	  1.466946	  0.645132	 -1.338444	  0.962237	  0.644536	   -1.234618	    1.450774	    0.823346	 -1.143409	  0.941138	  0.799513	  -1.244828	   0.855609	   0.841255	  -1.248529	   0.671261	   0.945638	   -1.255934	    0.459847	    0.815343	   -1.269568	    0.391555	    0.815741	  -1.284721	   0.287642	   0.865311	 -1.298221	  0.051527	  0.811815	 -1.191090	  0.000779	  0.854959	 -1.224560	  1.450529	  0.652452	 -1.129043	  0.951135	  0.659039	  -1.143409	   0.941138	   0.799513	  -1.114676	   0.961133	   0.518565	 -1.292593	  0.051568	  0.767169	 -1.185461	  0.000820	  0.810312	 -1.245241	  0.029138	  0.786238	 -1.256529	  0.463457	  0.760465	 -1.271135	  0.296642	  0.763180	 -1.129043	  0.951135	  0.659039	 -1.221839	  0.841629	  0.743251	 -1.237623	  0.669561	  0.751083	 -1.207524	  0.855837	  0.547444	 -1.252082	  0.455482	  0.544777	 -1.227798	  0.673676	  0.546231	 -1.305054	  0.046355	  0.556228	 -1.273536	  0.289786	  0.549415	 -1.192314	  0.006735	  0.526665	 -1.255223	  0.028843	  0.543161	 -1.362041	 -0.004716	  0.753749	 -1.372694	 -0.004492	  0.563678	
    15	0.150	 -1.338420	  0.962251	  0.644612	 -1.143353	  0.941137	  0.799569	 -1.244794	  0.855589	  0.841294	 -1.248443	  0.671240	  0.945696	 -1.255874	  0.459838	  0.815397	 -1.269495	  0.391525	  0.815795	 -1.284683	  0.287605	  0.865340	 -1.298168	  0.051482	  0.811832	 -1.191017	  0.000781	  0.854961	 -1.114651	  0.961078	  0.518625	 -1.229780	  0.884567	  0.466593	 -1.232417	  0.665728	  0.364994	 -1.248838	  0.452388	  0.490019	 -1.254016	  0.394189	  0.492473	 -1.271108	  0.280130	  0.445907	 -1.305694	  0.044065	  0.511210	 -1.192843	  0.004359	  0.481774	 -1.362055	 -0.004715	  0.753754	 -1.372691	 -0.004480	  0.563673	 -1.234559	  1.450773	  0.823371	 -1.299385	  1.466958	  0.645202	 -1.214497	  1.450267	  0.481595	   -1.214504	    1.450254	    0.481620	 -1.114684	  0.961100	  0.518596	  -1.229772	   0.884543	   0.466581	  -1.232361	   0.665679	   0.365006	   -1.248805	    0.452357	    0.490009	   -1.254061	    0.394175	    0.492487	  -1.271096	   0.280099	   0.445926	 -1.305583	  0.044018	  0.511327	 -1.192845	  0.004363	  0.481748	 -1.299373	  1.466949	  0.645207	 -1.338423	  0.962236	  0.644617	   -1.234589	    1.450768	    0.823392	 -1.143323	  0.941131	  0.799552	  -1.244757	   0.855566	   0.841317	  -1.248403	   0.671204	   0.945721	   -1.255890	    0.459832	    0.815389	   -1.269529	    0.391541	    0.815783	  -1.284683	   0.287617	   0.865335	 -1.298183	  0.051492	  0.811828	 -1.191055	  0.000770	  0.854956	 -1.224546	  1.450511	  0.652506	 -1.129004	  0.951116	  0.659074	  -1.143323	   0.941131	   0.799552	  -1.114684	   0.961100	   0.518596	 -1.292553	  0.051536	  0.767182	 -1.185425	  0.000815	  0.810309	 -1.245203	  0.029117	  0.786244	 -1.256518	  0.463445	  0.760511	 -1.271112	  0.296622	  0.763213	 -1.129004	  0.951116	  0.659074	 -1.221790	  0.841625	  0.743317	 -1.237591	  0.669553	  0.751140	 -1.207519	  0.855815	  0.547505	 -1.252084	  0.455473	  0.544823	 -1.227796	  0.673659	  0.546285	 -1.305025	  0.046353	  0.556263	 -1.273525	  0.289779	  0.549456	 -1.192287	  0.006699	  0.526684	 -1.255195	  0.028826	  0.543189	 -1.362040	 -0.004714	  0.753753	 -1.372688	 -0.004485	  0.563682	
    16	0.160	 -1.338406	  0.962232	  0.644691	 -1.143224	  0.941138	  0.799587	 -1.244639	  0.855506	  0.841346	 -1.248307	  0.671182	  0.945795	 -1.255822	  0.459819	  0.815439	 -1.269516	  0.391525	  0.815853	 -1.284667	  0.287623	  0.865364	 -1.298103	  0.051430	  0.811854	 -1.190990	  0.000738	  0.854976	 -1.114656	  0.961035	  0.518619	 -1.229755	  0.884564	  0.466653	 -1.232350	  0.665682	  0.365025	 -1.248824	  0.452388	  0.490037	 -1.254037	  0.394193	  0.492551	 -1.271046	  0.280089	  0.445960	 -1.305465	  0.044009	  0.511443	 -1.192748	  0.004288	  0.481803	 -1.362043	 -0.004711	  0.753755	 -1.372682	 -0.004481	  0.563682	 -1.234541	  1.450752	  0.823433	 -1.299354	  1.466959	  0.645281	 -1.214462	  1.450222	  0.481688	   -1.214512	    1.450219	    0.481688	 -1.114699	  0.961076	  0.518624	  -1.229777	   0.884556	   0.466648	  -1.232290	   0.665652	   0.365060	   -1.248793	    0.452345	    0.490056	   -1.254044	    0.394170	    0.492526	  -1.271068	   0.280086	   0.445961	 -1.305550	  0.044017	  0.511365	 -1.192813	  0.004323	  0.481763	 -1.299354	  1.466946	  0.645284	 -1.338401	  0.962231	  0.644700	   -1.234565	    1.450761	    0.823442	 -1.143240	  0.941121	  0.799590	  -1.244681	   0.855521	   0.841379	  -1.248273	   0.671142	   0.945806	   -1.255851	    0.459815	    0.815435	   -1.269497	    0.391525	    0.815824	  -1.284648	   0.287592	   0.865360	 -1.298148	  0.051456	  0.811843	 -1.191034	  0.000760	  0.854948	 -1.224538	  1.450490	  0.652565	 -1.128970	  0.951098	  0.659107	  -1.143240	   0.941121	   0.799590	  -1.114699	   0.961076	   0.518624	 -1.292519	  0.051504	  0.767197	 -1.185405	  0.000809	  0.810301	 -1.245175	  0.029097	  0.786249	 -1.256512	  0.463431	  0.760558	 -1.271095	  0.296601	  0.763246	 -1.128970	  0.951098	  0.659107	 -1.221742	  0.841617	  0.743378	 -1.237562	  0.669543	  0.751195	 -1.207518	  0.855796	  0.547563	 -1.252106	  0.455459	  0.544868	 -1.227806	  0.673643	  0.546337	 -1.304998	  0.046353	  0.556301	 -1.273527	  0.289771	  0.549498	 -1.192262	  0.006660	  0.526699	 -1.255169	  0.028809	  0.543217	 -1.362037	 -0.004714	  0.753757	 -1.372683	 -0.004482	  0.563689	
    17	0.170	 -1.338390	  0.962220	  0.644784	 -1.143105	  0.941116	  0.799616	 -1.244513	  0.855438	  0.841425	 -1.248123	  0.671060	  0.945914	 -1.255812	  0.459800	  0.815452	 -1.269478	  0.391532	  0.815853	 -1.284594	  0.287574	  0.865361	 -1.298103	  0.051422	  0.811852	 -1.190910	  0.000703	  0.854955	 -1.114692	  0.961047	  0.518642	 -1.229742	  0.884547	  0.466725	 -1.232262	  0.665635	  0.365068	 -1.248738	  0.452315	  0.490098	 -1.253997	  0.394147	  0.492586	 -1.271037	  0.280069	  0.446007	 -1.305228	  0.043934	  0.511708	 -1.192799	  0.004296	  0.481749	 -1.362032	 -0.004705	  0.753753	 -1.372661	 -0.004473	  0.563697	 -1.234527	  1.450747	  0.823499	 -1.299319	  1.466944	  0.645365	 -1.214482	  1.450171	  0.481771	   -1.214527	    1.450182	    0.481761	 -1.114722	  0.961060	  0.518652	  -1.229788	   0.884564	   0.466713	  -1.232221	   0.665623	   0.365120	   -1.248784	    0.452329	    0.490103	   -1.254038	    0.394164	    0.492564	  -1.271047	   0.280071	   0.445994	 -1.305535	  0.044019	  0.511387	 -1.192793	  0.004289	  0.481769	 -1.299338	  1.466939	  0.645363	 -1.338378	  0.962223	  0.644787	   -1.234545	    1.450753	    0.823495	 -1.143160	  0.941107	  0.799627	  -1.244606	   0.855475	   0.841444	  -1.248153	   0.671077	   0.945882	   -1.255815	    0.459794	    0.815480	   -1.269467	    0.391507	    0.815860	  -1.284614	   0.287563	   0.865385	 -1.298122	  0.051424	  0.811857	 -1.191022	  0.000751	  0.854940	 -1.224536	  1.450468	  0.652628	 -1.128941	  0.951084	  0.659139	  -1.143160	   0.941107	   0.799627	  -1.114722	   0.961060	   0.518652	 -1.292497	  0.051475	  0.767210	 -1.185397	  0.000802	  0.810292	 -1.245159	  0.029078	  0.786252	 -1.256505	  0.463415	  0.760603	 -1.271082	  0.296579	  0.763279	 -1.128941	  0.951084	  0.659139	 -1.221695	  0.841606	  0.743436	 -1.237534	  0.669529	  0.751247	 -1.207522	  0.855783	  0.547616	 -1.252131	  0.455442	  0.544913	 -1.227819	  0.673628	  0.546386	 -1.304995	  0.046356	  0.556323	 -1.273541	  0.289762	  0.549534	 -1.192253	  0.006625	  0.526705	 -1.255163	  0.028795	  0.543232	 -1.362032	 -0.004717	  0.753761	 -1.372680	 -0.004481	  0.563696	
    18	0.180	 -1.338361	  0.962218	  0.644870	 -1.143069	  0.941100	  0.799666	 -1.244518	  0.855409	  0.841544	 -1.247994	  0.670979	  0.945976	 -1.255741	  0.459772	  0.815541	 -1.269490	  0.391536	  0.815894	 -1.284567	  0.287522	  0.865399	 -1.298089	  0.051388	  0.811873	 -1.191030	  0.000749	  0.854955	 -1.114751	  0.961066	  0.518673	 -1.229798	  0.884576	  0.466772	 -1.232366	  0.665703	  0.365108	 -1.248752	  0.452298	  0.490164	 -1.254005	  0.394123	  0.492608	 -1.271017	  0.280061	  0.446012	 -1.305558	  0.044018	  0.511360	 -1.192834	  0.004287	  0.481772	 -1.362044	 -0.004702	  0.753767	 -1.372661	 -0.004481	  0.563715	 -1.234536	  1.450733	  0.823553	 -1.299323	  1.466936	  0.645441	 -1.214534	  1.450148	  0.481816	   -1.214553	    1.450145	    0.481834	 -1.114748	  0.961052	  0.518678	  -1.229805	   0.884568	   0.466777	  -1.232169	   0.665599	   0.365184	   -1.248782	    0.452313	    0.490149	   -1.254045	    0.394161	    0.492598	  -1.271034	   0.280057	   0.446026	 -1.305559	  0.044030	  0.511372	 -1.192778	  0.004259	  0.481772	 -1.299323	  1.466927	  0.645444	 -1.338354	  0.962215	  0.644875	   -1.234530	    1.450746	    0.823550	 -1.143090	  0.941090	  0.799662	  -1.244538	   0.855433	   0.841515	  -1.248040	   0.671013	   0.945952	   -1.255784	    0.459773	    0.815526	   -1.269443	    0.391486	    0.815894	  -1.284584	   0.287533	   0.865411	 -1.298102	  0.051393	  0.811868	 -1.191027	  0.000744	  0.854932	 -1.224542	  1.450445	  0.652692	 -1.128919	  0.951071	  0.659170	  -1.143090	   0.941090	   0.799662	  -1.114748	   0.961052	   0.518678	 -1.292483	  0.051448	  0.767220	 -1.185408	  0.000799	  0.810284	 -1.245156	  0.029061	  0.786255	 -1.256504	  0.463398	  0.760650	 -1.271075	  0.296558	  0.763311	 -1.128919	  0.951071	  0.659170	 -1.221653	  0.841593	  0.743489	 -1.237510	  0.669514	  0.751297	 -1.207532	  0.855775	  0.547666	 -1.252159	  0.455425	  0.544957	 -1.227837	  0.673616	  0.546433	 -1.305044	  0.046364	  0.556309	 -1.273577	  0.289755	  0.549555	 -1.192263	  0.006593	  0.526708	 -1.255195	  0.028785	  0.543225	 -1.362028	 -0.004724	  0.753766	 -1.372679	 -0.004486	  0.563704	
    19	0.190	 -1.338321	  0.962204	  0.644966	 -1.143051	  0.941088	  0.799708	 -1.244489	  0.855389	  0.841594	 -1.247896	  0.670921	  0.946036	 -1.255744	  0.459759	  0.815602	 -1.269394	  0.391457	  0.815933	 -1.284554	  0.287494	  0.865458	 -1.298078	  0.051362	  0.811905	 -1.191152	  0.000785	  0.854869	 -1.114795	  0.961044	  0.518712	 -1.229843	  0.884592	  0.466833	 -1.231961	  0.665517	  0.365298	 -1.248816	  0.452294	  0.490228	 -1.254075	  0.394159	  0.492628	 -1.270968	  0.280013	  0.446053	 -1.305633	  0.044058	  0.511281	 -1.192696	  0.004166	  0.481821	 -1.362026	 -0.004714	  0.753776	 -1.372680	 -0.004483	  0.563719	 -1.234530	  1.450744	  0.823605	 -1.299324	  1.466921	  0.645519	 -1.214638	  1.450114	  0.481892	   -1.214583	    1.450108	    0.481911	 -1.114779	  0.961046	  0.518702	  -1.229826	   0.884570	   0.466841	  -1.232109	   0.665566	   0.365255	   -1.248782	    0.452296	    0.490190	   -1.254061	    0.394160	    0.492627	  -1.271027	   0.280044	   0.446059	 -1.305586	  0.044039	  0.511359	 -1.192759	  0.004230	  0.481772	 -1.299306	  1.466912	  0.645526	 -1.338331	  0.962206	  0.644966	   -1.234518	    1.450739	    0.823605	 -1.143033	  0.941069	  0.799699	  -1.244480	   0.855395	   0.841587	  -1.247934	   0.670951	   0.946019	   -1.255762	    0.459752	    0.815569	   -1.269426	    0.391462	    0.815930	  -1.284559	   0.287504	   0.865438	 -1.298091	  0.051365	  0.811876	 -1.191045	  0.000738	  0.854921	 -1.224550	  1.450424	  0.652758	 -1.128906	  0.951058	  0.659200	  -1.143033	   0.941069	   0.799699	  -1.114779	   0.961046	   0.518702	 -1.292482	  0.051425	  0.767227	 -1.185435	  0.000797	  0.810272	 -1.245167	  0.029047	  0.786253	 -1.256512	  0.463382	  0.760694	 -1.271080	  0.296539	  0.763340	 -1.128906	  0.951058	  0.659200	 -1.221618	  0.841578	  0.743539	 -1.237495	  0.669498	  0.751345	 -1.207553	  0.855770	  0.547713	 -1.252194	  0.455406	  0.544996	 -1.227865	  0.673604	  0.546477	 -1.305096	  0.046371	  0.556296	 -1.273619	  0.289747	  0.549573	 -1.192269	  0.006562	  0.526709	 -1.255226	  0.028775	  0.543218	 -1.362022	 -0.004736	  0.753773	 -1.372682	 -0.004495	  0.563712	
